0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,cnt,date,day_of_week
1.0,263.0,2.0,10.0,2013.0,15.0,69169.0,526.0,2630.0,529419.0,3945.0,4.0,20.0,4026.0,30.0,100.0,20130.0,150.0,4052169.0,30195.0,225.0,2541.0,263.0,2.0
1.0,264.0,3.0,10.0,2013.0,16.0,69696.0,792.0,2640.0,531432.0,4224.0,9.0,30.0,6039.0,48.0,100.0,20130.0,160.0,4052169.0,32208.0,256.0,1722.0,264.0,3.0
1.0,265.0,4.0,10.0,2013.0,17.0,70225.0,1060.0,2650.0,533445.0,4505.0,16.0,40.0,8052.0,68.0,100.0,20130.0,170.0,4052169.0,34221.0,289.0,1606.0,265.0,4.0
1.0,266.0,5.0,10.0,2013.0,18.0,70756.0,1330.0,2660.0,535458.0,4788.0,25.0,50.0,10065.0,90.0,100.0,20130.0,180.0,4052169.0,36234.0,324.0,1664.0,266.0,5.0
1.0,267.0,6.0,10.0,2013.0,19.0,71289.0,1602.0,2670.0,537471.0,5073.0,36.0,60.0,12078.0,114.0,100.0,20130.0,190.0,4052169.0,38247.0,361.0,192.0,267.0,6.0
1.0,268.0,1.0,10.0,2013.0,21.0,71824.0,268.0,2680.0,539484.0,5628.0,1.0,10.0,2013.0,21.0,100.0,20130.0,210.0,4052169.0,42273.0,441.0,2436.0,268.0,1.0
1.0,269.0,2.0,10.0,2013.0,22.0,72361.0,538.0,2690.0,541497.0,5918.0,4.0,20.0,4026.0,44.0,100.0,20130.0,220.0,4052169.0,44286.0,484.0,2077.0,269.0,2.0
1.0,270.0,3.0,10.0,2013.0,23.0,72900.0,810.0,2700.0,543510.0,6210.0,9.0,30.0,6039.0,69.0,100.0,20130.0,230.0,4052169.0,46299.0,529.0,1789.0,270.0,3.0
1.0,271.0,4.0,10.0,2013.0,24.0,73441.0,1084.0,2710.0,545523.0,6504.0,16.0,40.0,8052.0,96.0,100.0,20130.0,240.0,4052169.0,48312.0,576.0,1321.0,271.0,4.0
1.0,272.0,5.0,10.0,2013.0,25.0,73984.0,1360.0,2720.0,547536.0,6800.0,25.0,50.0,10065.0,125.0,100.0,20130.0,250.0,4052169.0,50325.0,625.0,1714.0,272.0,5.0
1.0,273.0,6.0,10.0,2013.0,26.0,74529.0,1638.0,2730.0,549549.0,7098.0,36.0,60.0,12078.0,156.0,100.0,20130.0,260.0,4052169.0,52338.0,676.0,129.0,273.0,6.0
1.0,274.0,1.0,10.0,2013.0,28.0,75076.0,274.0,2740.0,551562.0,7672.0,1.0,10.0,2013.0,28.0,100.0,20130.0,280.0,4052169.0,56364.0,784.0,2059.0,274.0,1.0
1.0,275.0,2.0,10.0,2013.0,29.0,75625.0,550.0,2750.0,553575.0,7975.0,4.0,20.0,4026.0,58.0,100.0,20130.0,290.0,4052169.0,58377.0,841.0,1849.0,275.0,2.0
1.0,276.0,3.0,10.0,2013.0,30.0,76176.0,828.0,2760.0,555588.0,8280.0,9.0,30.0,6039.0,90.0,100.0,20130.0,300.0,4052169.0,60390.0,900.0,1631.0,276.0,3.0
1.0,277.0,4.0,10.0,2013.0,31.0,76729.0,1108.0,2770.0,557601.0,8587.0,16.0,40.0,8052.0,124.0,100.0,20130.0,310.0,4052169.0,62403.0,961.0,1197.0,277.0,4.0
1.0,278.0,5.0,11.0,2013.0,1.0,77284.0,1390.0,3058.0,559614.0,278.0,25.0,55.0,10065.0,5.0,121.0,22143.0,11.0,4052169.0,2013.0,1.0,2099.0,278.0,5.0
1.0,279.0,6.0,11.0,2013.0,2.0,77841.0,1674.0,3069.0,561627.0,558.0,36.0,66.0,12078.0,12.0,121.0,22143.0,22.0,4052169.0,4026.0,4.0,206.0,279.0,6.0
1.0,280.0,1.0,11.0,2013.0,4.0,78400.0,280.0,3080.0,563640.0,1120.0,1.0,11.0,2013.0,4.0,121.0,22143.0,44.0,4052169.0,8052.0,16.0,1712.0,280.0,1.0
1.0,281.0,2.0,11.0,2013.0,5.0,78961.0,562.0,3091.0,565653.0,1405.0,4.0,22.0,4026.0,10.0,121.0,22143.0,55.0,4052169.0,10065.0,25.0,2338.0,281.0,2.0
1.0,282.0,3.0,11.0,2013.0,6.0,79524.0,846.0,3102.0,567666.0,1692.0,9.0,33.0,6039.0,18.0,121.0,22143.0,66.0,4052169.0,12078.0,36.0,2103.0,282.0,3.0
1.0,283.0,4.0,11.0,2013.0,7.0,80089.0,1132.0,3113.0,569679.0,1981.0,16.0,44.0,8052.0,28.0,121.0,22143.0,77.0,4052169.0,14091.0,49.0,1130.0,283.0,4.0
1.0,284.0,5.0,11.0,2013.0,8.0,80656.0,1420.0,3124.0,571692.0,2272.0,25.0,55.0,10065.0,40.0,121.0,22143.0,88.0,4052169.0,16104.0,64.0,1693.0,284.0,5.0
1.0,285.0,6.0,11.0,2013.0,9.0,81225.0,1710.0,3135.0,573705.0,2565.0,36.0,66.0,12078.0,54.0,121.0,22143.0,99.0,4052169.0,18117.0,81.0,170.0,285.0,6.0
1.0,286.0,1.0,11.0,2013.0,11.0,81796.0,286.0,3146.0,575718.0,3146.0,1.0,11.0,2013.0,11.0,121.0,22143.0,121.0,4052169.0,22143.0,121.0,2057.0,286.0,1.0
1.0,287.0,2.0,11.0,2013.0,12.0,82369.0,574.0,3157.0,577731.0,3444.0,4.0,22.0,4026.0,24.0,121.0,22143.0,132.0,4052169.0,24156.0,144.0,2160.0,287.0,2.0
1.0,288.0,3.0,11.0,2013.0,13.0,82944.0,864.0,3168.0,579744.0,3744.0,9.0,33.0,6039.0,39.0,121.0,22143.0,143.0,4052169.0,26169.0,169.0,1519.0,288.0,3.0
1.0,289.0,4.0,11.0,2013.0,14.0,83521.0,1156.0,3179.0,581757.0,4046.0,16.0,44.0,8052.0,56.0,121.0,22143.0,154.0,4052169.0,28182.0,196.0,1357.0,289.0,4.0
1.0,290.0,5.0,11.0,2013.0,15.0,84100.0,1450.0,3190.0,583770.0,4350.0,25.0,55.0,10065.0,75.0,121.0,22143.0,165.0,4052169.0,30195.0,225.0,1698.0,290.0,5.0
1.0,291.0,6.0,11.0,2013.0,16.0,84681.0,1746.0,3201.0,585783.0,4656.0,36.0,66.0,12078.0,96.0,121.0,22143.0,176.0,4052169.0,32208.0,256.0,192.0,291.0,6.0
1.0,292.0,7.0,11.0,2013.0,17.0,85264.0,2044.0,3212.0,587796.0,4964.0,49.0,77.0,14091.0,119.0,121.0,22143.0,187.0,4052169.0,34221.0,289.0,22.0,292.0,7.0
1.0,293.0,1.0,11.0,2013.0,18.0,85849.0,293.0,3223.0,589809.0,5274.0,1.0,11.0,2013.0,18.0,121.0,22143.0,198.0,4052169.0,36234.0,324.0,2118.0,293.0,1.0
1.0,294.0,2.0,11.0,2013.0,19.0,86436.0,588.0,3234.0,591822.0,5586.0,4.0,22.0,4026.0,38.0,121.0,22143.0,209.0,4052169.0,38247.0,361.0,2170.0,294.0,2.0
1.0,295.0,3.0,11.0,2013.0,20.0,87025.0,885.0,3245.0,593835.0,5900.0,9.0,33.0,6039.0,60.0,121.0,22143.0,220.0,4052169.0,40260.0,400.0,1681.0,295.0,3.0
1.0,296.0,4.0,11.0,2013.0,21.0,87616.0,1184.0,3256.0,595848.0,6216.0,16.0,44.0,8052.0,84.0,121.0,22143.0,231.0,4052169.0,42273.0,441.0,1454.0,296.0,4.0
1.0,297.0,5.0,11.0,2013.0,22.0,88209.0,1485.0,3267.0,597861.0,6534.0,25.0,55.0,10065.0,110.0,121.0,22143.0,242.0,4052169.0,44286.0,484.0,1849.0,297.0,5.0
1.0,298.0,6.0,11.0,2013.0,23.0,88804.0,1788.0,3278.0,599874.0,6854.0,36.0,66.0,12078.0,138.0,121.0,22143.0,253.0,4052169.0,46299.0,529.0,778.0,298.0,6.0
1.0,299.0,1.0,11.0,2013.0,25.0,89401.0,299.0,3289.0,601887.0,7475.0,1.0,11.0,2013.0,25.0,121.0,22143.0,275.0,4052169.0,50325.0,625.0,2290.0,299.0,1.0
1.0,300.0,2.0,11.0,2013.0,26.0,90000.0,600.0,3300.0,603900.0,7800.0,4.0,22.0,4026.0,52.0,121.0,22143.0,286.0,4052169.0,52338.0,676.0,2126.0,300.0,2.0
1.0,301.0,3.0,11.0,2013.0,27.0,90601.0,903.0,3311.0,605913.0,8127.0,9.0,33.0,6039.0,81.0,121.0,22143.0,297.0,4052169.0,54351.0,729.0,2309.0,301.0,3.0
1.0,302.0,4.0,11.0,2013.0,28.0,91204.0,1208.0,3322.0,607926.0,8456.0,16.0,44.0,8052.0,112.0,121.0,22143.0,308.0,4052169.0,56364.0,784.0,1288.0,302.0,4.0
1.0,303.0,5.0,11.0,2013.0,29.0,91809.0,1515.0,3333.0,609939.0,8787.0,25.0,55.0,10065.0,145.0,121.0,22143.0,319.0,4052169.0,58377.0,841.0,1654.0,303.0,5.0
1.0,304.0,6.0,11.0,2013.0,30.0,92416.0,1824.0,3344.0,611952.0,9120.0,36.0,66.0,12078.0,180.0,121.0,22143.0,330.0,4052169.0,60390.0,900.0,377.0,304.0,6.0
1.0,305.0,1.0,12.0,2013.0,2.0,93025.0,305.0,3660.0,613965.0,610.0,1.0,12.0,2013.0,2.0,144.0,24156.0,24.0,4052169.0,4026.0,4.0,2026.0,305.0,1.0
1.0,306.0,2.0,12.0,2013.0,3.0,93636.0,612.0,3672.0,615978.0,918.0,4.0,24.0,4026.0,6.0,144.0,24156.0,36.0,4052169.0,6039.0,9.0,2002.0,306.0,2.0
1.0,307.0,3.0,12.0,2013.0,4.0,94249.0,921.0,3684.0,617991.0,1228.0,9.0,36.0,6039.0,12.0,144.0,24156.0,48.0,4052169.0,8052.0,16.0,2739.0,307.0,3.0
1.0,308.0,4.0,12.0,2013.0,5.0,94864.0,1232.0,3696.0,620004.0,1540.0,16.0,48.0,8052.0,20.0,144.0,24156.0,60.0,4052169.0,10065.0,25.0,1726.0,308.0,4.0
1.0,309.0,5.0,12.0,2013.0,6.0,95481.0,1545.0,3708.0,622017.0,1854.0,25.0,60.0,10065.0,30.0,144.0,24156.0,72.0,4052169.0,12078.0,36.0,1474.0,309.0,5.0
1.0,310.0,6.0,12.0,2013.0,7.0,96100.0,1860.0,3720.0,624030.0,2170.0,36.0,72.0,12078.0,42.0,144.0,24156.0,84.0,4052169.0,14091.0,49.0,255.0,310.0,6.0
1.0,311.0,1.0,12.0,2013.0,9.0,96721.0,311.0,3732.0,626043.0,2799.0,1.0,12.0,2013.0,9.0,144.0,24156.0,108.0,4052169.0,18117.0,81.0,2156.0,311.0,1.0
1.0,312.0,2.0,12.0,2013.0,10.0,97344.0,624.0,3744.0,628056.0,3120.0,4.0,24.0,4026.0,20.0,144.0,24156.0,120.0,4052169.0,20130.0,100.0,1680.0,312.0,2.0
1.0,313.0,3.0,12.0,2013.0,11.0,97969.0,939.0,3756.0,630069.0,3443.0,9.0,36.0,6039.0,33.0,144.0,24156.0,132.0,4052169.0,22143.0,121.0,1979.0,313.0,3.0
1.0,314.0,4.0,12.0,2013.0,12.0,98596.0,1256.0,3768.0,632082.0,3768.0,16.0,48.0,8052.0,48.0,144.0,24156.0,144.0,4052169.0,24156.0,144.0,1207.0,314.0,4.0
1.0,315.0,5.0,12.0,2013.0,13.0,99225.0,1575.0,3780.0,634095.0,4095.0,25.0,60.0,10065.0,65.0,144.0,24156.0,156.0,4052169.0,26169.0,169.0,1831.0,315.0,5.0
1.0,316.0,6.0,12.0,2013.0,14.0,99856.0,1896.0,3792.0,636108.0,4424.0,36.0,72.0,12078.0,84.0,144.0,24156.0,168.0,4052169.0,28182.0,196.0,278.0,316.0,6.0
1.0,317.0,1.0,12.0,2013.0,16.0,100489.0,317.0,3804.0,638121.0,5072.0,1.0,12.0,2013.0,16.0,144.0,24156.0,192.0,4052169.0,32208.0,256.0,1587.0,317.0,1.0
1.0,318.0,2.0,12.0,2013.0,17.0,101124.0,636.0,3816.0,640134.0,5406.0,4.0,24.0,4026.0,34.0,144.0,24156.0,204.0,4052169.0,34221.0,289.0,1514.0,318.0,2.0
1.0,319.0,3.0,12.0,2013.0,18.0,101761.0,957.0,3828.0,642147.0,5742.0,9.0,36.0,6039.0,54.0,144.0,24156.0,216.0,4052169.0,36234.0,324.0,1584.0,319.0,3.0
1.0,320.0,4.0,12.0,2013.0,19.0,102400.0,1280.0,3840.0,644160.0,6080.0,16.0,48.0,8052.0,76.0,144.0,24156.0,228.0,4052169.0,38247.0,361.0,1365.0,320.0,4.0
1.0,321.0,5.0,12.0,2013.0,20.0,103041.0,1605.0,3852.0,646173.0,6420.0,25.0,60.0,10065.0,100.0,144.0,24156.0,240.0,4052169.0,40260.0,400.0,1642.0,321.0,5.0
1.0,322.0,6.0,12.0,2013.0,21.0,103684.0,1932.0,3864.0,648186.0,6762.0,36.0,72.0,12078.0,126.0,144.0,24156.0,252.0,4052169.0,42273.0,441.0,205.0,322.0,6.0
1.0,323.0,1.0,12.0,2013.0,23.0,104329.0,323.0,3876.0,650199.0,7429.0,1.0,12.0,2013.0,23.0,144.0,24156.0,276.0,4052169.0,46299.0,529.0,1660.0,323.0,1.0
1.0,324.0,2.0,12.0,2013.0,24.0,104976.0,648.0,3888.0,652212.0,7776.0,4.0,24.0,4026.0,48.0,144.0,24156.0,288.0,4052169.0,48312.0,576.0,950.0,324.0,2.0
1.0,325.0,4.0,12.0,2013.0,25.0,105625.0,1300.0,3900.0,654225.0,8125.0,16.0,48.0,8052.0,100.0,144.0,24156.0,300.0,4052169.0,50325.0,625.0,4254.0,325.0,4.0
1.0,326.0,5.0,12.0,2013.0,26.0,106276.0,1630.0,3912.0,656238.0,8476.0,25.0,60.0,10065.0,130.0,144.0,24156.0,312.0,4052169.0,52338.0,676.0,4569.0,326.0,5.0
1.0,327.0,6.0,12.0,2013.0,27.0,106929.0,1962.0,3924.0,658251.0,8829.0,36.0,72.0,12078.0,162.0,144.0,24156.0,324.0,4052169.0,54351.0,729.0,649.0,327.0,6.0
1.0,328.0,1.0,12.0,2013.0,29.0,107584.0,328.0,3936.0,660264.0,9512.0,1.0,12.0,2013.0,29.0,144.0,24156.0,348.0,4052169.0,58377.0,841.0,5202.0,328.0,1.0
1.0,329.0,2.0,12.0,2013.0,30.0,108241.0,658.0,3948.0,662277.0,9870.0,4.0,24.0,4026.0,60.0,144.0,24156.0,360.0,4052169.0,60390.0,900.0,5090.0,329.0,2.0
1.0,330.0,3.0,12.0,2013.0,31.0,108900.0,990.0,3960.0,664290.0,10230.0,9.0,36.0,6039.0,93.0,144.0,24156.0,372.0,4052169.0,62403.0,961.0,3488.0,330.0,3.0
1.0,331.0,4.0,1.0,2014.0,1.0,109561.0,1324.0,331.0,666634.0,331.0,16.0,4.0,8056.0,4.0,1.0,2014.0,1.0,4056196.0,2014.0,1.0,2171.0,331.0,4.0
1.0,332.0,5.0,1.0,2014.0,2.0,110224.0,1660.0,332.0,668648.0,664.0,25.0,5.0,10070.0,10.0,1.0,2014.0,2.0,4056196.0,4028.0,4.0,3075.0,332.0,5.0
1.0,333.0,6.0,1.0,2014.0,3.0,110889.0,1998.0,333.0,670662.0,999.0,36.0,6.0,12084.0,18.0,1.0,2014.0,3.0,4056196.0,6042.0,9.0,441.0,333.0,6.0
1.0,334.0,1.0,1.0,2014.0,5.0,111556.0,334.0,334.0,672676.0,1670.0,1.0,1.0,2014.0,5.0,1.0,2014.0,5.0,4056196.0,10070.0,25.0,2593.0,334.0,1.0
1.0,335.0,2.0,1.0,2014.0,6.0,112225.0,670.0,335.0,674690.0,2010.0,4.0,2.0,4028.0,12.0,1.0,2014.0,6.0,4056196.0,12084.0,36.0,2796.0,335.0,2.0
1.0,336.0,3.0,1.0,2014.0,7.0,112896.0,1008.0,336.0,676704.0,2352.0,9.0,3.0,6042.0,21.0,1.0,2014.0,7.0,4056196.0,14098.0,49.0,2546.0,336.0,3.0
1.0,337.0,4.0,1.0,2014.0,8.0,113569.0,1348.0,337.0,678718.0,2696.0,16.0,4.0,8056.0,32.0,1.0,2014.0,8.0,4056196.0,16112.0,64.0,2706.0,337.0,4.0
1.0,338.0,5.0,1.0,2014.0,9.0,114244.0,1690.0,338.0,680732.0,3042.0,25.0,5.0,10070.0,45.0,1.0,2014.0,9.0,4056196.0,18126.0,81.0,3006.0,338.0,5.0
1.0,339.0,6.0,1.0,2014.0,10.0,114921.0,2034.0,339.0,682746.0,3390.0,36.0,6.0,12084.0,60.0,1.0,2014.0,10.0,4056196.0,20140.0,100.0,411.0,339.0,6.0
1.0,340.0,1.0,1.0,2014.0,12.0,115600.0,340.0,340.0,684760.0,4080.0,1.0,1.0,2014.0,12.0,1.0,2014.0,12.0,4056196.0,24168.0,144.0,3591.0,340.0,1.0
1.0,341.0,2.0,1.0,2014.0,13.0,116281.0,682.0,341.0,686774.0,4433.0,4.0,2.0,4028.0,26.0,1.0,2014.0,13.0,4056196.0,26182.0,169.0,3528.0,341.0,2.0
1.0,342.0,3.0,1.0,2014.0,14.0,116964.0,1026.0,342.0,688788.0,4788.0,9.0,3.0,6042.0,42.0,1.0,2014.0,14.0,4056196.0,28196.0,196.0,3534.0,342.0,3.0
1.0,343.0,4.0,1.0,2014.0,15.0,117649.0,1372.0,343.0,690802.0,5145.0,16.0,4.0,8056.0,60.0,1.0,2014.0,15.0,4056196.0,30210.0,225.0,2142.0,343.0,4.0
1.0,344.0,5.0,1.0,2014.0,16.0,118336.0,1720.0,344.0,692816.0,5504.0,25.0,5.0,10070.0,80.0,1.0,2014.0,16.0,4056196.0,32224.0,256.0,3887.0,344.0,5.0
1.0,345.0,6.0,1.0,2014.0,17.0,119025.0,2070.0,345.0,694830.0,5865.0,36.0,6.0,12084.0,102.0,1.0,2014.0,17.0,4056196.0,34238.0,289.0,324.0,345.0,6.0
1.0,346.0,7.0,1.0,2014.0,18.0,119716.0,2422.0,346.0,696844.0,6228.0,49.0,7.0,14098.0,126.0,1.0,2014.0,18.0,4056196.0,36252.0,324.0,1659.0,346.0,7.0
1.0,347.0,1.0,1.0,2014.0,19.0,120409.0,347.0,347.0,698858.0,6593.0,1.0,1.0,2014.0,19.0,1.0,2014.0,19.0,4056196.0,38266.0,361.0,4320.0,347.0,1.0
1.0,348.0,2.0,1.0,2014.0,20.0,121104.0,696.0,348.0,700872.0,6960.0,4.0,2.0,4028.0,40.0,1.0,2014.0,20.0,4056196.0,40280.0,400.0,3957.0,348.0,2.0
1.0,349.0,3.0,1.0,2014.0,21.0,121801.0,1047.0,349.0,702886.0,7329.0,9.0,3.0,6042.0,63.0,1.0,2014.0,21.0,4056196.0,42294.0,441.0,1598.0,349.0,3.0
1.0,350.0,4.0,1.0,2014.0,22.0,122500.0,1400.0,350.0,704900.0,7700.0,16.0,4.0,8056.0,88.0,1.0,2014.0,22.0,4056196.0,44308.0,484.0,244.0,350.0,4.0
1.0,351.0,3.0,1.0,2014.0,28.0,123201.0,1053.0,351.0,706914.0,9828.0,9.0,3.0,6042.0,84.0,1.0,2014.0,28.0,4056196.0,56392.0,784.0,23.0,351.0,3.0
1.0,352.0,4.0,1.0,2014.0,29.0,123904.0,1408.0,352.0,708928.0,10208.0,16.0,4.0,8056.0,116.0,1.0,2014.0,29.0,4056196.0,58406.0,841.0,19.0,352.0,4.0
1.0,353.0,5.0,1.0,2014.0,30.0,124609.0,1765.0,353.0,710942.0,10590.0,25.0,5.0,10070.0,150.0,1.0,2014.0,30.0,4056196.0,60420.0,900.0,4061.0,353.0,5.0
1.0,354.0,6.0,1.0,2014.0,31.0,125316.0,2124.0,354.0,712956.0,10974.0,36.0,6.0,12084.0,186.0,1.0,2014.0,31.0,4056196.0,62434.0,961.0,3332.0,354.0,6.0
1.0,355.0,7.0,2.0,2014.0,1.0,126025.0,2485.0,710.0,714970.0,355.0,49.0,14.0,14098.0,7.0,4.0,4028.0,2.0,4056196.0,2014.0,1.0,13.0,355.0,7.0
1.0,356.0,1.0,2.0,2014.0,2.0,126736.0,356.0,712.0,716984.0,712.0,1.0,2.0,2014.0,2.0,4.0,4028.0,4.0,4056196.0,4028.0,4.0,3710.0,356.0,1.0
1.0,357.0,2.0,2.0,2014.0,3.0,127449.0,714.0,714.0,718998.0,1071.0,4.0,4.0,4028.0,6.0,4.0,4028.0,6.0,4056196.0,6042.0,9.0,3525.0,357.0,2.0
1.0,358.0,3.0,2.0,2014.0,4.0,128164.0,1074.0,716.0,721012.0,1432.0,9.0,6.0,6042.0,12.0,4.0,4028.0,8.0,4056196.0,8056.0,16.0,2282.0,358.0,3.0
1.0,359.0,4.0,2.0,2014.0,5.0,128881.0,1436.0,718.0,723026.0,1795.0,16.0,8.0,8056.0,20.0,4.0,4028.0,10.0,4056196.0,10070.0,25.0,1576.0,359.0,4.0
1.0,360.0,5.0,2.0,2014.0,6.0,129600.0,1800.0,720.0,725040.0,2160.0,25.0,10.0,10070.0,30.0,4.0,4028.0,12.0,4056196.0,12084.0,36.0,1772.0,360.0,5.0
1.0,361.0,6.0,2.0,2014.0,7.0,130321.0,2166.0,722.0,727054.0,2527.0,36.0,12.0,12084.0,42.0,4.0,4028.0,14.0,4056196.0,14098.0,49.0,272.0,361.0,6.0
1.0,362.0,7.0,2.0,2014.0,8.0,131044.0,2534.0,724.0,729068.0,2896.0,49.0,14.0,14098.0,56.0,4.0,4028.0,16.0,4056196.0,16112.0,64.0,18.0,362.0,7.0
1.0,363.0,1.0,2.0,2014.0,9.0,131769.0,363.0,726.0,731082.0,3267.0,1.0,2.0,2014.0,9.0,4.0,4028.0,18.0,4056196.0,18126.0,81.0,1835.0,363.0,1.0
1.0,364.0,2.0,2.0,2014.0,10.0,132496.0,728.0,728.0,733096.0,3640.0,4.0,4.0,4028.0,20.0,4.0,4028.0,20.0,4056196.0,20140.0,100.0,1904.0,364.0,2.0
1.0,365.0,3.0,2.0,2014.0,11.0,133225.0,1095.0,730.0,735110.0,4015.0,9.0,6.0,6042.0,33.0,4.0,4028.0,22.0,4056196.0,22154.0,121.0,2040.0,365.0,3.0
1.0,366.0,4.0,2.0,2014.0,12.0,133956.0,1464.0,732.0,737124.0,4392.0,16.0,8.0,8056.0,48.0,4.0,4028.0,24.0,4056196.0,24168.0,144.0,1532.0,366.0,4.0
1.0,367.0,5.0,2.0,2014.0,13.0,134689.0,1835.0,734.0,739138.0,4771.0,25.0,10.0,10070.0,65.0,4.0,4028.0,26.0,4056196.0,26182.0,169.0,1905.0,367.0,5.0
1.0,368.0,6.0,2.0,2014.0,14.0,135424.0,2208.0,736.0,741152.0,5152.0,36.0,12.0,12084.0,84.0,4.0,4028.0,28.0,4056196.0,28196.0,196.0,250.0,368.0,6.0
1.0,369.0,7.0,2.0,2014.0,15.0,136161.0,2583.0,738.0,743166.0,5535.0,49.0,14.0,14098.0,105.0,4.0,4028.0,30.0,4056196.0,30210.0,225.0,13.0,369.0,7.0
1.0,370.0,1.0,2.0,2014.0,16.0,136900.0,370.0,740.0,745180.0,5920.0,1.0,2.0,2014.0,16.0,4.0,4028.0,32.0,4056196.0,32224.0,256.0,2387.0,370.0,1.0
1.0,371.0,2.0,2.0,2014.0,17.0,137641.0,742.0,742.0,747194.0,6307.0,4.0,4.0,4028.0,34.0,4.0,4028.0,34.0,4056196.0,34238.0,289.0,3224.0,371.0,2.0
1.0,372.0,3.0,2.0,2014.0,18.0,138384.0,1116.0,744.0,749208.0,6696.0,9.0,6.0,6042.0,54.0,4.0,4028.0,36.0,4056196.0,36252.0,324.0,2471.0,372.0,3.0
1.0,373.0,4.0,2.0,2014.0,19.0,139129.0,1492.0,746.0,751222.0,7087.0,16.0,8.0,8056.0,76.0,4.0,4028.0,38.0,4056196.0,38266.0,361.0,1566.0,373.0,4.0
1.0,374.0,5.0,2.0,2014.0,20.0,139876.0,1870.0,748.0,753236.0,7480.0,25.0,10.0,10070.0,100.0,4.0,4028.0,40.0,4056196.0,40280.0,400.0,1308.0,374.0,5.0
1.0,375.0,6.0,2.0,2014.0,21.0,140625.0,2250.0,750.0,755250.0,7875.0,36.0,12.0,12084.0,126.0,4.0,4028.0,42.0,4056196.0,42294.0,441.0,305.0,375.0,6.0
1.0,376.0,7.0,2.0,2014.0,22.0,141376.0,2632.0,752.0,757264.0,8272.0,49.0,14.0,14098.0,154.0,4.0,4028.0,44.0,4056196.0,44308.0,484.0,27.0,376.0,7.0
1.0,377.0,1.0,2.0,2014.0,23.0,142129.0,377.0,754.0,759278.0,8671.0,1.0,2.0,2014.0,23.0,4.0,4028.0,46.0,4056196.0,46322.0,529.0,2206.0,377.0,1.0
1.0,378.0,2.0,2.0,2014.0,24.0,142884.0,756.0,756.0,761292.0,9072.0,4.0,4.0,4028.0,48.0,4.0,4028.0,48.0,4056196.0,48336.0,576.0,2018.0,378.0,2.0
1.0,379.0,3.0,2.0,2014.0,25.0,143641.0,1137.0,758.0,763306.0,9475.0,9.0,6.0,6042.0,75.0,4.0,4028.0,50.0,4056196.0,50350.0,625.0,1722.0,379.0,3.0
1.0,380.0,4.0,2.0,2014.0,26.0,144400.0,1520.0,760.0,765320.0,9880.0,16.0,8.0,8056.0,104.0,4.0,4028.0,52.0,4056196.0,52364.0,676.0,1437.0,380.0,4.0
1.0,381.0,5.0,2.0,2014.0,27.0,145161.0,1905.0,762.0,767334.0,10287.0,25.0,10.0,10070.0,135.0,4.0,4028.0,54.0,4056196.0,54378.0,729.0,1064.0,381.0,5.0
1.0,382.0,6.0,2.0,2014.0,28.0,145924.0,2292.0,764.0,769348.0,10696.0,36.0,12.0,12084.0,168.0,4.0,4028.0,56.0,4056196.0,56392.0,784.0,390.0,382.0,6.0
1.0,383.0,1.0,3.0,2014.0,2.0,146689.0,383.0,1149.0,771362.0,766.0,1.0,3.0,2014.0,2.0,9.0,6042.0,6.0,4056196.0,4028.0,4.0,2065.0,383.0,1.0
1.0,384.0,2.0,3.0,2014.0,3.0,147456.0,768.0,1152.0,773376.0,1152.0,4.0,6.0,4028.0,6.0,9.0,6042.0,9.0,4056196.0,6042.0,9.0,1802.0,384.0,2.0
1.0,385.0,3.0,3.0,2014.0,4.0,148225.0,1155.0,1155.0,775390.0,1540.0,9.0,9.0,6042.0,12.0,9.0,6042.0,12.0,4056196.0,8056.0,16.0,1693.0,385.0,3.0
1.0,386.0,4.0,3.0,2014.0,5.0,148996.0,1544.0,1158.0,777404.0,1930.0,16.0,12.0,8056.0,20.0,9.0,6042.0,15.0,4056196.0,10070.0,25.0,1392.0,386.0,4.0
1.0,387.0,5.0,3.0,2014.0,6.0,149769.0,1935.0,1161.0,779418.0,2322.0,25.0,15.0,10070.0,30.0,9.0,6042.0,18.0,4056196.0,12084.0,36.0,1129.0,387.0,5.0
1.0,388.0,6.0,3.0,2014.0,7.0,150544.0,2328.0,1164.0,781432.0,2716.0,36.0,18.0,12084.0,42.0,9.0,6042.0,21.0,4056196.0,14098.0,49.0,239.0,388.0,6.0
1.0,389.0,1.0,3.0,2014.0,9.0,151321.0,389.0,1167.0,783446.0,3501.0,1.0,3.0,2014.0,9.0,9.0,6042.0,27.0,4056196.0,18126.0,81.0,1932.0,389.0,1.0
1.0,390.0,2.0,3.0,2014.0,10.0,152100.0,780.0,1170.0,785460.0,3900.0,4.0,6.0,4028.0,20.0,9.0,6042.0,30.0,4056196.0,20140.0,100.0,2848.0,390.0,2.0
1.0,391.0,3.0,3.0,2014.0,11.0,152881.0,1173.0,1173.0,787474.0,4301.0,9.0,9.0,6042.0,33.0,9.0,6042.0,33.0,4056196.0,22154.0,121.0,1933.0,391.0,3.0
1.0,392.0,4.0,3.0,2014.0,12.0,153664.0,1568.0,1176.0,789488.0,4704.0,16.0,12.0,8056.0,48.0,9.0,6042.0,36.0,4056196.0,24168.0,144.0,1124.0,392.0,4.0
