r_date,date,day_of_week,brand,cnt
2014-08-18,553.0,6.0,8,31.0
2014-08-18,553.0,6.0,9,119.0
2014-08-18,553.0,6.0,10,75.0
2014-08-20,554.0,1.0,1,194.0
2014-08-20,554.0,1.0,2,154.0
2014-08-20,554.0,1.0,3,203.0
2014-08-20,554.0,1.0,4,338.0
2014-08-20,554.0,1.0,6,212.0
2014-08-20,554.0,1.0,7,125.0
2014-08-20,554.0,1.0,8,123.0
2014-08-20,554.0,1.0,9,500.0
2014-08-20,554.0,1.0,10,499.0
2014-08-21,555.0,2.0,1,181.0
2014-08-21,555.0,2.0,2,225.0
2014-08-21,555.0,2.0,3,285.0
2014-08-21,555.0,2.0,4,380.0
2014-08-21,555.0,2.0,6,207.0
2014-08-21,555.0,2.0,7,218.0
2014-08-21,555.0,2.0,8,123.0
2014-08-21,555.0,2.0,9,387.0
2014-08-21,555.0,2.0,10,649.0
2014-08-22,556.0,3.0,1,423.0
2014-08-22,556.0,3.0,2,210.0
2014-08-22,556.0,3.0,3,177.0
2014-08-22,556.0,3.0,4,217.0
2014-08-22,556.0,3.0,6,269.0
2014-08-22,556.0,3.0,7,320.0
2014-08-22,556.0,3.0,8,57.0
2014-08-22,556.0,3.0,9,431.0
2014-08-22,556.0,3.0,10,489.0
2014-08-23,557.0,4.0,1,133.0
2014-08-23,557.0,4.0,2,118.0
2014-08-23,557.0,4.0,3,93.0
2014-08-23,557.0,4.0,4,263.0
2014-08-23,557.0,4.0,6,118.0
2014-08-23,557.0,4.0,7,206.0
2014-08-23,557.0,4.0,8,45.0
2014-08-23,557.0,4.0,9,273.0
2014-08-23,557.0,4.0,10,329.0
2014-08-24,558.0,5.0,1,290.0
2014-08-24,558.0,5.0,2,154.0
2014-08-24,558.0,5.0,3,101.0
2014-08-24,558.0,5.0,4,406.0
2014-08-24,558.0,5.0,6,235.0
2014-08-24,558.0,5.0,7,424.0
2014-08-24,558.0,5.0,8,197.0
2014-08-24,558.0,5.0,9,274.0
2014-08-24,558.0,5.0,10,479.0
2014-08-25,559.0,6.0,2,64.0
2014-08-25,559.0,6.0,3,32.0
2014-08-25,559.0,6.0,4,21.0
2014-08-25,559.0,6.0,6,35.0
2014-08-25,559.0,6.0,8,31.0
2014-08-25,559.0,6.0,9,45.0
2014-08-25,559.0,6.0,10,75.0
2014-08-27,560.0,1.0,1,363.0
2014-08-27,560.0,1.0,2,437.0
2014-08-27,560.0,1.0,3,355.0
2014-08-27,560.0,1.0,4,676.0
2014-08-27,560.0,1.0,6,212.0
2014-08-27,560.0,1.0,7,275.0
2014-08-27,560.0,1.0,8,197.0
2014-08-27,560.0,1.0,9,607.0
2014-08-27,560.0,1.0,10,779.0
2014-08-28,561.0,2.0,1,333.0
2014-08-28,561.0,2.0,2,450.0
2014-08-28,561.0,2.0,3,158.0
2014-08-28,561.0,2.0,4,655.0
2014-08-28,561.0,2.0,6,300.0
2014-08-28,561.0,2.0,7,374.0
2014-08-28,561.0,2.0,8,184.0
2014-08-28,561.0,2.0,9,506.0
2014-08-28,561.0,2.0,10,674.0
2014-08-29,562.0,3.0,1,310.0
2014-08-29,562.0,3.0,2,330.0
2014-08-29,562.0,3.0,3,177.0
2014-08-29,562.0,3.0,4,473.0
2014-08-29,562.0,3.0,6,199.0
2014-08-29,562.0,3.0,7,233.0
2014-08-29,562.0,3.0,8,86.0
2014-08-29,562.0,3.0,9,361.0
2014-08-29,562.0,3.0,10,536.0
2014-08-30,563.0,4.0,1,177.0
2014-08-30,563.0,4.0,2,142.0
2014-08-30,563.0,4.0,3,186.0
2014-08-30,563.0,4.0,4,232.0
2014-08-30,563.0,4.0,6,177.0
2014-08-30,563.0,4.0,7,160.0
2014-08-30,563.0,4.0,9,393.0
2014-08-30,563.0,4.0,10,329.0
2014-08-31,564.0,5.0,1,242.0
2014-08-31,564.0,5.0,2,129.0
2014-08-31,564.0,5.0,3,127.0
2014-08-31,564.0,5.0,4,406.0
2014-08-31,564.0,5.0,6,240.0
2014-08-31,564.0,5.0,7,324.0
2014-08-31,564.0,5.0,8,74.0
2014-08-31,564.0,5.0,9,440.0
2014-08-31,564.0,5.0,10,559.0
2014-09-01,565.0,6.0,1,30.0
2014-09-01,565.0,6.0,4,21.0
2014-09-01,565.0,6.0,6,29.0
2014-09-01,565.0,6.0,9,45.0
2014-09-01,565.0,6.0,10,25.0
2014-09-02,566.0,7.0,9,13.0
2014-09-04,567.0,2.0,1,514.0
2014-09-04,567.0,2.0,2,547.0
2014-09-04,567.0,2.0,3,570.0
2014-09-04,567.0,2.0,4,570.0
2014-09-04,567.0,2.0,6,461.0
2014-09-04,567.0,2.0,7,562.0
2014-09-04,567.0,2.0,8,276.0
2014-09-04,567.0,2.0,9,759.0
2014-09-04,567.0,2.0,10,1348.0
2014-09-05,568.0,3.0,1,282.0
2014-09-05,568.0,3.0,2,480.0
2014-09-05,568.0,3.0,3,207.0
2014-09-05,568.0,3.0,4,473.0
2014-09-05,568.0,3.0,6,220.0
2014-09-05,568.0,3.0,7,408.0
2014-09-05,568.0,3.0,8,172.0
2014-09-05,568.0,3.0,9,569.0
2014-09-05,568.0,3.0,10,326.0
2014-09-06,569.0,4.0,1,177.0
2014-09-06,569.0,4.0,2,189.0
2014-09-06,569.0,4.0,3,279.0
2014-09-06,569.0,4.0,4,294.0
2014-09-06,569.0,4.0,6,211.0
2014-09-06,569.0,4.0,7,252.0
2014-09-06,569.0,4.0,8,23.0
2014-09-06,569.0,4.0,9,327.0
2014-09-06,569.0,4.0,10,311.0
2014-09-07,570.0,5.0,1,194.0
2014-09-07,570.0,5.0,2,463.0
2014-09-07,570.0,5.0,3,127.0
2014-09-07,570.0,5.0,4,355.0
2014-09-07,570.0,5.0,6,281.0
2014-09-07,570.0,5.0,7,100.0
2014-09-07,570.0,5.0,8,49.0
2014-09-07,570.0,5.0,9,429.0
2014-09-07,570.0,5.0,10,459.0
2014-09-08,571.0,6.0,1,91.0
2014-09-08,571.0,6.0,2,129.0
2014-09-08,571.0,6.0,3,95.0
2014-09-08,571.0,6.0,4,84.0
2014-09-08,571.0,6.0,6,52.0
2014-09-08,571.0,6.0,8,31.0
2014-09-08,571.0,6.0,9,134.0
2014-09-08,571.0,6.0,10,75.0
2014-09-10,572.0,1.0,1,169.0
2014-09-10,572.0,1.0,2,180.0
2014-09-10,572.0,1.0,3,355.0
2014-09-10,572.0,1.0,4,439.0
2014-09-10,572.0,1.0,6,272.0
2014-09-10,572.0,1.0,7,200.0
2014-09-10,572.0,1.0,8,147.0
2014-09-10,572.0,1.0,9,583.0
2014-09-10,572.0,1.0,10,479.0
2014-09-11,573.0,2.0,1,212.0
2014-09-11,573.0,2.0,2,322.0
2014-09-11,573.0,2.0,3,348.0
2014-09-11,573.0,2.0,4,528.0
2014-09-11,573.0,2.0,5,33.0
2014-09-11,573.0,2.0,6,167.0
2014-09-11,573.0,2.0,7,312.0
2014-09-11,573.0,2.0,8,31.0
2014-09-11,573.0,2.0,9,417.0
2014-09-11,573.0,2.0,10,374.0
2014-09-12,574.0,3.0,1,254.0
2014-09-12,574.0,3.0,2,270.0
2014-09-12,574.0,3.0,3,207.0
2014-09-12,574.0,3.0,4,217.0
2014-09-12,574.0,3.0,5,61.0
2014-09-12,574.0,3.0,6,183.0
2014-09-12,574.0,3.0,7,204.0
2014-09-12,574.0,3.0,8,115.0
2014-09-12,574.0,3.0,9,292.0
2014-09-12,574.0,3.0,10,280.0
2014-09-13,575.0,4.0,1,177.0
2014-09-13,575.0,4.0,2,94.0
2014-09-13,575.0,4.0,3,93.0
2014-09-13,575.0,4.0,4,232.0
2014-09-13,575.0,4.0,5,72.0
2014-09-13,575.0,4.0,6,135.0
2014-09-13,575.0,4.0,7,160.0
2014-09-13,575.0,4.0,8,90.0
2014-09-13,575.0,4.0,9,284.0
2014-09-13,575.0,4.0,10,384.0
2014-09-14,576.0,5.0,1,339.0
2014-09-14,576.0,5.0,2,129.0
2014-09-14,576.0,5.0,3,253.0
2014-09-14,576.0,5.0,4,406.0
2014-09-14,576.0,5.0,5,52.0
2014-09-14,576.0,5.0,6,198.0
2014-09-14,576.0,5.0,7,200.0
2014-09-14,576.0,5.0,8,147.0
2014-09-14,576.0,5.0,9,417.0
2014-09-14,576.0,5.0,10,439.0
2014-09-15,577.0,6.0,3,32.0
2014-09-15,577.0,6.0,4,84.0
2014-09-15,577.0,6.0,6,23.0
2014-09-15,577.0,6.0,8,31.0
2014-09-15,577.0,6.0,9,89.0
2014-09-15,577.0,6.0,10,75.0
2014-09-17,578.0,1.0,1,290.0
2014-09-17,578.0,1.0,2,103.0
2014-09-17,578.0,1.0,3,253.0
2014-09-17,578.0,1.0,4,507.0
2014-09-17,578.0,1.0,5,78.0
2014-09-17,578.0,1.0,6,235.0
2014-09-17,578.0,1.0,7,175.0
2014-09-17,578.0,1.0,8,98.0
2014-09-17,578.0,1.0,9,524.0
2014-09-17,578.0,1.0,10,539.0
2014-09-18,579.0,2.0,1,121.0
2014-09-18,579.0,2.0,2,129.0
2014-09-18,579.0,2.0,3,348.0
2014-09-18,579.0,2.0,4,549.0
2014-09-18,579.0,2.0,5,33.0
2014-09-18,579.0,2.0,6,282.0
2014-09-18,579.0,2.0,7,406.0
2014-09-18,579.0,2.0,8,276.0
2014-09-18,579.0,2.0,9,491.0
2014-09-18,579.0,2.0,10,374.0
2014-09-19,580.0,3.0,1,310.0
2014-09-19,580.0,3.0,2,120.0
2014-09-19,580.0,3.0,3,414.0
2014-09-19,580.0,3.0,4,355.0
2014-09-19,580.0,3.0,5,91.0
2014-09-19,580.0,3.0,6,237.0
2014-09-19,580.0,3.0,7,146.0
2014-09-19,580.0,3.0,8,115.0
2014-09-19,580.0,3.0,9,597.0
2014-09-19,580.0,3.0,10,419.0
2014-09-20,581.0,4.0,1,133.0
2014-09-20,581.0,4.0,2,94.0
2014-09-20,581.0,4.0,3,139.0
2014-09-20,581.0,4.0,4,310.0
2014-09-20,581.0,4.0,5,72.0
2014-09-20,581.0,4.0,6,207.0
2014-09-20,581.0,4.0,7,183.0
2014-09-20,581.0,4.0,8,135.0
2014-09-20,581.0,4.0,9,338.0
2014-09-20,581.0,4.0,10,458.0
2014-09-21,582.0,5.0,1,435.0
2014-09-21,582.0,5.0,2,515.0
2014-09-21,582.0,5.0,3,329.0
2014-09-21,582.0,5.0,4,355.0
2014-09-21,582.0,5.0,5,52.0
2014-09-21,582.0,5.0,6,419.0
2014-09-21,582.0,5.0,7,674.0
2014-09-21,582.0,5.0,8,172.0
2014-09-21,582.0,5.0,9,821.0
2014-09-21,582.0,5.0,10,779.0
2014-09-22,583.0,6.0,3,32.0
2014-09-22,583.0,6.0,4,63.0
2014-09-22,583.0,6.0,6,86.0
2014-09-22,583.0,6.0,9,164.0
2014-09-22,583.0,6.0,10,100.0
2014-09-23,584.0,7.0,1,183.0
2014-09-23,584.0,7.0,2,111.0
2014-09-23,584.0,7.0,3,165.0
2014-09-23,584.0,7.0,4,128.0
2014-09-23,584.0,7.0,5,28.0
2014-09-23,584.0,7.0,6,220.0
2014-09-23,584.0,7.0,7,297.0
2014-09-23,584.0,7.0,8,106.0
2014-09-23,584.0,7.0,9,516.0
2014-09-23,584.0,7.0,10,498.0
2014-09-24,585.0,1.0,1,435.0
2014-09-24,585.0,1.0,2,257.0
2014-09-24,585.0,1.0,3,406.0
2014-09-24,585.0,1.0,4,490.0
2014-09-24,585.0,1.0,5,209.0
2014-09-24,585.0,1.0,6,392.0
2014-09-24,585.0,1.0,7,499.0
2014-09-24,585.0,1.0,8,246.0
2014-09-24,585.0,1.0,9,679.0
2014-09-24,585.0,1.0,10,819.0
2014-09-25,586.0,2.0,1,696.0
2014-09-25,586.0,2.0,2,354.0
2014-09-25,586.0,2.0,3,507.0
2014-09-25,586.0,2.0,4,570.0
2014-09-25,586.0,2.0,5,359.0
2014-09-25,586.0,2.0,6,328.0
2014-09-25,586.0,2.0,7,250.0
2014-09-25,586.0,2.0,8,246.0
2014-09-25,586.0,2.0,9,923.0
2014-09-25,586.0,2.0,10,674.0
2014-09-26,587.0,3.0,4,20.0
2014-09-26,587.0,3.0,6,16.0
2014-09-26,587.0,3.0,9,28.0
2014-09-26,587.0,3.0,10,47.0
2014-09-27,588.0,5.0,2,26.0
2014-09-27,588.0,5.0,5,26.0
2014-09-27,588.0,5.0,9,12.0
2014-09-28,589.0,6.0,9,30.0
2014-09-30,590.0,1.0,6,14.0
2014-09-30,590.0,1.0,10,40.0
2014-10-01,591.0,3.0,1,960.0
2014-10-01,591.0,3.0,2,570.0
2014-10-01,591.0,3.0,3,710.0
2014-10-01,591.0,3.0,4,848.0
2014-10-01,591.0,3.0,5,122.0
2014-10-01,591.0,3.0,6,452.0
2014-10-01,591.0,3.0,7,87.0
2014-10-01,591.0,3.0,8,373.0
2014-10-01,591.0,3.0,9,1083.0
2014-10-01,591.0,3.0,10,1165.0
2014-10-02,592.0,4.0,1,421.0
2014-10-02,592.0,4.0,2,283.0
2014-10-02,592.0,4.0,3,256.0
2014-10-02,592.0,4.0,4,558.0
2014-10-02,592.0,4.0,5,120.0
2014-10-02,592.0,4.0,6,283.0
2014-10-02,592.0,4.0,7,229.0
2014-10-02,592.0,4.0,8,225.0
2014-10-02,592.0,4.0,9,622.0
2014-10-02,592.0,4.0,10,476.0
2014-10-03,593.0,5.0,1,387.0
2014-10-03,593.0,5.0,2,360.0
2014-10-03,593.0,5.0,3,329.0
2014-10-03,593.0,5.0,4,473.0
2014-10-03,593.0,5.0,5,131.0
2014-10-03,593.0,5.0,6,235.0
2014-10-03,593.0,5.0,7,300.0
2014-10-03,593.0,5.0,8,344.0
2014-10-03,593.0,5.0,9,607.0
2014-10-03,593.0,5.0,10,479.0
2014-10-04,594.0,6.0,1,121.0
2014-10-04,594.0,6.0,2,289.0
2014-10-04,594.0,6.0,3,253.0
2014-10-04,594.0,6.0,4,380.0
2014-10-04,594.0,6.0,5,131.0
2014-10-04,594.0,6.0,6,173.0
2014-10-04,594.0,6.0,7,187.0
2014-10-04,594.0,6.0,8,123.0
2014-10-04,594.0,6.0,9,476.0
2014-10-04,594.0,6.0,10,374.0
2014-10-05,595.0,7.0,6,5.0
2014-10-05,595.0,7.0,9,13.0
2014-10-05,595.0,7.0,10,22.0
2014-10-06,596.0,1.0,1,290.0
2014-10-06,596.0,1.0,2,309.0
2014-10-06,596.0,1.0,3,456.0
2014-10-06,596.0,1.0,4,743.0
2014-10-06,596.0,1.0,5,78.0
2014-10-06,596.0,1.0,6,350.0
2014-10-06,596.0,1.0,7,300.0
2014-10-06,596.0,1.0,8,172.0
2014-10-06,596.0,1.0,9,726.0
2014-10-06,596.0,1.0,10,719.0
2014-10-07,597.0,2.0,1,454.0
2014-10-07,597.0,2.0,2,354.0
2014-10-07,597.0,2.0,3,317.0
2014-10-07,597.0,2.0,4,486.0
2014-10-07,597.0,2.0,5,33.0
2014-10-07,597.0,2.0,6,259.0
2014-10-07,597.0,2.0,7,218.0
2014-10-07,597.0,2.0,8,215.0
2014-10-07,597.0,2.0,9,625.0
2014-10-07,597.0,2.0,10,399.0
2014-10-08,598.0,3.0,1,282.0
2014-10-08,598.0,3.0,2,240.0
2014-10-08,598.0,3.0,3,207.0
2014-10-08,598.0,3.0,4,532.0
2014-10-08,598.0,3.0,5,122.0
2014-10-08,598.0,3.0,6,317.0
2014-10-08,598.0,3.0,7,204.0
2014-10-08,598.0,3.0,8,229.0
2014-10-08,598.0,3.0,9,361.0
2014-10-08,598.0,3.0,10,373.0
2014-10-09,599.0,4.0,1,266.0
2014-10-09,599.0,4.0,2,142.0
2014-10-09,599.0,4.0,3,70.0
2014-10-09,599.0,4.0,4,310.0
2014-10-09,599.0,4.0,5,191.0
2014-10-09,599.0,4.0,6,203.0
2014-10-09,599.0,4.0,7,389.0
2014-10-09,599.0,4.0,8,113.0
2014-10-09,599.0,4.0,9,884.0
2014-10-09,599.0,4.0,10,311.0
2014-10-10,600.0,5.0,1,145.0
2014-10-10,600.0,5.0,2,180.0
2014-10-10,600.0,5.0,3,51.0
2014-10-10,600.0,5.0,4,237.0
2014-10-10,600.0,5.0,5,52.0
2014-10-10,600.0,5.0,6,189.0
2014-10-10,600.0,5.0,7,300.0
2014-10-10,600.0,5.0,8,147.0
2014-10-10,600.0,5.0,9,488.0
2014-10-10,600.0,5.0,10,379.0
2014-10-11,601.0,6.0,1,30.0
2014-10-11,601.0,6.0,2,32.0
2014-10-11,601.0,6.0,4,21.0
2014-10-11,601.0,6.0,6,40.0
2014-10-11,601.0,6.0,7,31.0
2014-10-11,601.0,6.0,9,15.0
2014-10-11,601.0,6.0,10,25.0
2014-10-13,602.0,1.0,1,411.0
2014-10-13,602.0,1.0,2,232.0
2014-10-13,602.0,1.0,3,253.0
2014-10-13,602.0,1.0,4,338.0
2014-10-13,602.0,1.0,5,104.0
2014-10-13,602.0,1.0,6,235.0
2014-10-13,602.0,1.0,7,175.0
2014-10-13,602.0,1.0,8,147.0
2014-10-13,602.0,1.0,9,571.0
2014-10-13,602.0,1.0,10,379.0
2014-10-14,603.0,2.0,1,302.0
2014-10-14,603.0,2.0,2,322.0
2014-10-14,603.0,2.0,3,253.0
2014-10-14,603.0,2.0,4,528.0
2014-10-14,603.0,2.0,5,228.0
2014-10-14,603.0,2.0,6,225.0
2014-10-14,603.0,2.0,7,281.0
2014-10-14,603.0,2.0,8,246.0
2014-10-14,603.0,2.0,9,580.0
2014-10-14,603.0,2.0,10,624.0
2014-10-15,604.0,3.0,1,254.0
2014-10-15,604.0,3.0,2,270.0
2014-10-15,604.0,3.0,3,266.0
2014-10-15,604.0,3.0,4,453.0
2014-10-15,604.0,3.0,5,152.0
2014-10-15,604.0,3.0,6,204.0
2014-10-15,604.0,3.0,7,233.0
2014-10-15,604.0,3.0,8,172.0
2014-10-15,604.0,3.0,9,486.0
2014-10-15,604.0,3.0,10,443.0
2014-10-16,605.0,4.0,1,310.0
2014-10-16,605.0,4.0,2,165.0
2014-10-16,605.0,4.0,3,209.0
2014-10-16,605.0,4.0,4,170.0
2014-10-16,605.0,4.0,5,96.0
2014-10-16,605.0,4.0,6,220.0
2014-10-16,605.0,4.0,7,297.0
2014-10-16,605.0,4.0,8,135.0
2014-10-16,605.0,4.0,9,415.0
2014-10-16,605.0,4.0,10,366.0
2014-10-17,606.0,5.0,1,121.0
2014-10-17,606.0,5.0,2,77.0
2014-10-17,606.0,5.0,3,177.0
2014-10-17,606.0,5.0,4,304.0
2014-10-17,606.0,5.0,5,52.0
2014-10-17,606.0,5.0,6,203.0
2014-10-17,606.0,5.0,7,150.0
2014-10-17,606.0,5.0,8,147.0
2014-10-17,606.0,5.0,9,548.0
2014-10-17,606.0,5.0,10,359.0
2014-10-18,607.0,6.0,2,32.0
2014-10-18,607.0,6.0,3,63.0
2014-10-18,607.0,6.0,4,42.0
2014-10-18,607.0,6.0,6,58.0
2014-10-18,607.0,6.0,7,31.0
2014-10-18,607.0,6.0,8,61.0
2014-10-18,607.0,6.0,9,60.0
2014-10-18,607.0,6.0,10,75.0
2014-10-20,608.0,1.0,1,242.0
2014-10-20,608.0,1.0,2,154.0
2014-10-20,608.0,1.0,3,304.0
2014-10-20,608.0,1.0,4,355.0
2014-10-20,608.0,1.0,5,78.0
2014-10-20,608.0,1.0,6,217.0
2014-10-20,608.0,1.0,7,324.0
2014-10-20,608.0,1.0,8,98.0
2014-10-20,608.0,1.0,9,702.0
2014-10-20,608.0,1.0,10,519.0
2014-10-21,609.0,2.0,1,333.0
2014-10-21,609.0,2.0,2,225.0
2014-10-21,609.0,2.0,3,348.0
2014-10-21,609.0,2.0,4,655.0
2014-10-21,609.0,2.0,5,65.0
2014-10-21,609.0,2.0,6,288.0
2014-10-21,609.0,2.0,7,437.0
2014-10-21,609.0,2.0,8,154.0
2014-10-21,609.0,2.0,9,804.0
2014-10-21,609.0,2.0,10,399.0
2014-10-22,610.0,3.0,1,169.0
2014-10-22,610.0,3.0,2,330.0
2014-10-22,610.0,3.0,3,89.0
2014-10-22,610.0,3.0,4,296.0
2014-10-22,610.0,3.0,5,122.0
2014-10-22,610.0,3.0,6,253.0
2014-10-22,610.0,3.0,7,116.0
2014-10-22,610.0,3.0,8,172.0
2014-10-22,610.0,3.0,9,500.0
2014-10-22,610.0,3.0,10,396.0
2014-10-23,611.0,4.0,1,244.0
2014-10-23,611.0,4.0,2,377.0
2014-10-23,611.0,4.0,3,325.0
2014-10-23,611.0,4.0,4,341.0
2014-10-23,611.0,4.0,5,144.0
2014-10-23,611.0,4.0,6,511.0
2014-10-23,611.0,4.0,7,664.0
2014-10-23,611.0,4.0,8,180.0
2014-10-23,611.0,4.0,9,687.0
2014-10-23,611.0,4.0,10,659.0
2014-10-24,612.0,5.0,1,121.0
2014-10-24,612.0,5.0,2,309.0
2014-10-24,612.0,5.0,3,228.0
2014-10-24,612.0,5.0,4,270.0
2014-10-24,612.0,5.0,5,104.0
2014-10-24,612.0,5.0,6,207.0
2014-10-24,612.0,5.0,7,75.0
2014-10-24,612.0,5.0,8,319.0
2014-10-24,612.0,5.0,9,1357.0
2014-10-24,612.0,5.0,10,459.0
2014-10-25,613.0,6.0,7,31.0
2014-10-25,613.0,6.0,9,610.0
2014-10-27,614.0,1.0,1,387.0
2014-10-27,614.0,1.0,2,257.0
2014-10-27,614.0,1.0,3,177.0
2014-10-27,614.0,1.0,4,507.0
2014-10-27,614.0,1.0,5,104.0
2014-10-27,614.0,1.0,6,226.0
2014-10-27,614.0,1.0,7,200.0
2014-10-27,614.0,1.0,8,246.0
2014-10-27,614.0,1.0,9,1226.0
2014-10-27,614.0,1.0,10,479.0
2014-10-28,615.0,2.0,1,393.0
2014-10-28,615.0,2.0,2,289.0
2014-10-28,615.0,2.0,3,412.0
2014-10-28,615.0,2.0,4,465.0
2014-10-28,615.0,2.0,5,98.0
2014-10-28,615.0,2.0,6,317.0
2014-10-28,615.0,2.0,7,312.0
2014-10-28,615.0,2.0,8,123.0
2014-10-28,615.0,2.0,9,1414.0
2014-10-28,615.0,2.0,10,449.0
2014-10-29,616.0,3.0,1,367.0
2014-10-29,616.0,3.0,2,150.0
2014-10-29,616.0,3.0,3,207.0
2014-10-29,616.0,3.0,4,276.0
2014-10-29,616.0,3.0,5,61.0
2014-10-29,616.0,3.0,6,231.0
2014-10-29,616.0,3.0,7,87.0
2014-10-29,616.0,3.0,8,57.0
2014-10-29,616.0,3.0,9,431.0
2014-10-29,616.0,3.0,10,140.0
2014-10-30,617.0,4.0,1,200.0
2014-10-30,617.0,4.0,2,94.0
2014-10-30,617.0,4.0,3,163.0
2014-10-30,617.0,4.0,4,325.0
2014-10-30,617.0,4.0,5,48.0
2014-10-30,617.0,4.0,6,131.0
2014-10-30,617.0,4.0,7,275.0
2014-10-30,617.0,4.0,8,90.0
2014-10-30,617.0,4.0,9,371.0
2014-10-30,617.0,4.0,10,293.0
2014-10-31,618.0,5.0,1,145.0
2014-10-31,618.0,5.0,2,206.0
2014-10-31,618.0,5.0,3,228.0
2014-10-31,618.0,5.0,4,338.0
2014-10-31,618.0,5.0,5,235.0
2014-10-31,618.0,5.0,6,212.0
2014-10-31,618.0,5.0,7,150.0
2014-10-31,618.0,5.0,8,123.0
2014-10-31,618.0,5.0,9,786.0
2014-10-31,618.0,5.0,10,419.0
2014-11-01,619.0,6.0,4,21.0
2014-11-01,619.0,6.0,6,17.0
2014-11-01,619.0,6.0,9,45.0
2014-11-01,619.0,6.0,10,75.0
2014-11-02,620.0,7.0,6,5.0
2014-11-03,621.0,1.0,1,290.0
2014-11-03,621.0,1.0,2,283.0
2014-11-03,621.0,1.0,3,279.0
2014-11-03,621.0,1.0,4,372.0
2014-11-03,621.0,1.0,5,261.0
2014-11-03,621.0,1.0,6,217.0
2014-11-03,621.0,1.0,7,225.0
2014-11-03,621.0,1.0,8,221.0
2014-11-03,621.0,1.0,9,476.0
2014-11-03,621.0,1.0,10,399.0
2014-11-04,622.0,2.0,1,242.0
2014-11-04,622.0,2.0,2,193.0
2014-11-04,622.0,2.0,3,348.0
2014-11-04,622.0,2.0,4,422.0
2014-11-04,622.0,2.0,5,196.0
2014-11-04,622.0,2.0,6,207.0
2014-11-04,622.0,2.0,7,156.0
2014-11-04,622.0,2.0,8,338.0
2014-11-04,622.0,2.0,9,551.0
2014-11-04,622.0,2.0,10,374.0
2014-11-05,623.0,3.0,1,56.0
2014-11-05,623.0,3.0,2,300.0
2014-11-05,623.0,3.0,3,207.0
2014-11-05,623.0,3.0,4,414.0
2014-11-05,623.0,3.0,5,122.0
2014-11-05,623.0,3.0,6,237.0
2014-11-05,623.0,3.0,7,320.0
2014-11-05,623.0,3.0,8,229.0
2014-11-05,623.0,3.0,9,472.0
2014-11-05,623.0,3.0,10,373.0
2014-11-06,624.0,4.0,1,133.0
2014-11-06,624.0,4.0,2,189.0
2014-11-06,624.0,4.0,3,186.0
2014-11-06,624.0,4.0,4,217.0
2014-11-06,624.0,4.0,5,120.0
2014-11-06,624.0,4.0,6,173.0
2014-11-06,624.0,4.0,7,297.0
2014-11-06,624.0,4.0,8,158.0
2014-11-06,624.0,4.0,9,316.0
2014-11-06,624.0,4.0,10,220.0
2014-11-07,625.0,5.0,1,266.0
2014-11-07,625.0,5.0,2,103.0
2014-11-07,625.0,5.0,3,228.0
2014-11-07,625.0,5.0,4,338.0
2014-11-07,625.0,5.0,5,131.0
2014-11-07,625.0,5.0,6,203.0
2014-11-07,625.0,5.0,7,175.0
2014-11-07,625.0,5.0,8,197.0
2014-11-07,625.0,5.0,9,345.0
2014-11-07,625.0,5.0,10,499.0
2014-11-08,626.0,6.0,3,32.0
2014-11-08,626.0,6.0,4,42.0
2014-11-08,626.0,6.0,6,40.0
2014-11-08,626.0,6.0,8,31.0
2014-11-08,626.0,6.0,9,45.0
2014-11-08,626.0,6.0,10,50.0
2014-11-09,627.0,7.0,10,22.0
2014-11-10,628.0,1.0,1,266.0
2014-11-10,628.0,1.0,2,206.0
2014-11-10,628.0,1.0,3,152.0
2014-11-10,628.0,1.0,4,574.0
2014-11-10,628.0,1.0,5,26.0
2014-11-10,628.0,1.0,6,235.0
2014-11-10,628.0,1.0,7,150.0
2014-11-10,628.0,1.0,8,197.0
2014-11-10,628.0,1.0,9,571.0
2014-11-10,628.0,1.0,10,319.0
2014-11-11,629.0,2.0,1,272.0
2014-11-11,629.0,2.0,2,161.0
2014-11-11,629.0,2.0,3,507.0
2014-11-11,629.0,2.0,4,528.0
2014-11-11,629.0,2.0,5,359.0
2014-11-11,629.0,2.0,6,288.0
2014-11-11,629.0,2.0,7,437.0
2014-11-11,629.0,2.0,8,184.0
2014-11-11,629.0,2.0,9,967.0
2014-11-11,629.0,2.0,10,574.0
2014-11-12,630.0,3.0,1,198.0
2014-11-12,630.0,3.0,2,180.0
2014-11-12,630.0,3.0,3,237.0
2014-11-12,630.0,3.0,4,315.0
2014-11-12,630.0,3.0,5,244.0
2014-11-12,630.0,3.0,6,237.0
2014-11-12,630.0,3.0,7,262.0
2014-11-12,630.0,3.0,8,172.0
2014-11-12,630.0,3.0,9,708.0
2014-11-12,630.0,3.0,10,559.0
2014-11-13,631.0,4.0,1,44.0
2014-11-13,631.0,4.0,2,94.0
2014-11-13,631.0,4.0,3,279.0
2014-11-13,631.0,4.0,4,279.0
2014-11-13,631.0,4.0,5,120.0
2014-11-13,631.0,4.0,6,199.0
2014-11-13,631.0,4.0,7,160.0
2014-11-13,631.0,4.0,8,203.0
2014-11-13,631.0,4.0,9,469.0
2014-11-13,631.0,4.0,10,293.0
2014-11-14,632.0,5.0,1,145.0
2014-11-14,632.0,5.0,2,129.0
2014-11-14,632.0,5.0,3,101.0
2014-11-14,632.0,5.0,4,253.0
