brand,cnt,date,day,day_of_week,month,r_date,year
1,266.0,652.0,5,5.0,12,2014-12-05,2014
2,334.0,652.0,5,5.0,12,2014-12-05,2014
3,279.0,652.0,5,5.0,12,2014-12-05,2014
4,574.0,652.0,5,5.0,12,2014-12-05,2014
5,209.0,652.0,5,5.0,12,2014-12-05,2014
6,180.0,652.0,5,5.0,12,2014-12-05,2014
7,175.0,652.0,5,5.0,12,2014-12-05,2014
8,197.0,652.0,5,5.0,12,2014-12-05,2014
9,452.0,652.0,5,5.0,12,2014-12-05,2014
10,359.0,652.0,5,5.0,12,2014-12-05,2014
2,64.0,653.0,6,6.0,12,2014-12-06,2014
3,32.0,653.0,6,6.0,12,2014-12-06,2014
4,21.0,653.0,6,6.0,12,2014-12-06,2014
5,33.0,653.0,6,6.0,12,2014-12-06,2014
6,46.0,653.0,6,6.0,12,2014-12-06,2014
7,31.0,653.0,6,6.0,12,2014-12-06,2014
8,92.0,653.0,6,6.0,12,2014-12-06,2014
9,104.0,653.0,6,6.0,12,2014-12-06,2014
10,50.0,653.0,6,6.0,12,2014-12-06,2014
3,27.0,654.0,7,7.0,12,2014-12-07,2014
1,169.0,655.0,8,1.0,12,2014-12-08,2014
2,257.0,655.0,8,1.0,12,2014-12-08,2014
3,279.0,655.0,8,1.0,12,2014-12-08,2014
4,422.0,655.0,8,1.0,12,2014-12-08,2014
5,104.0,655.0,8,1.0,12,2014-12-08,2014
6,203.0,655.0,8,1.0,12,2014-12-08,2014
7,125.0,655.0,8,1.0,12,2014-12-08,2014
8,197.0,655.0,8,1.0,12,2014-12-08,2014
9,762.0,655.0,8,1.0,12,2014-12-08,2014
10,639.0,655.0,8,1.0,12,2014-12-08,2014
1,60.0,656.0,9,2.0,12,2014-12-09,2014
2,129.0,656.0,9,2.0,12,2014-12-09,2014
3,475.0,656.0,9,2.0,12,2014-12-09,2014
4,422.0,656.0,9,2.0,12,2014-12-09,2014
5,65.0,656.0,9,2.0,12,2014-12-09,2014
6,219.0,656.0,9,2.0,12,2014-12-09,2014
7,156.0,656.0,9,2.0,12,2014-12-09,2014
8,215.0,656.0,9,2.0,12,2014-12-09,2014
9,729.0,656.0,9,2.0,12,2014-12-09,2014
10,524.0,656.0,9,2.0,12,2014-12-09,2014
1,282.0,657.0,10,3.0,12,2014-12-10,2014
2,240.0,657.0,10,3.0,12,2014-12-10,2014
3,237.0,657.0,10,3.0,12,2014-12-10,2014
4,434.0,657.0,10,3.0,12,2014-12-10,2014
5,61.0,657.0,10,3.0,12,2014-12-10,2014
6,226.0,657.0,10,3.0,12,2014-12-10,2014
7,146.0,657.0,10,3.0,12,2014-12-10,2014
8,373.0,657.0,10,3.0,12,2014-12-10,2014
9,778.0,657.0,10,3.0,12,2014-12-10,2014
10,419.0,657.0,10,3.0,12,2014-12-10,2014
1,155.0,658.0,11,4.0,12,2014-12-11,2014
2,94.0,658.0,11,4.0,12,2014-12-11,2014
3,209.0,658.0,11,4.0,12,2014-12-11,2014
4,279.0,658.0,11,4.0,12,2014-12-11,2014
5,48.0,658.0,11,4.0,12,2014-12-11,2014
6,549.0,658.0,11,4.0,12,2014-12-11,2014
7,229.0,658.0,11,4.0,12,2014-12-11,2014
8,90.0,658.0,11,4.0,12,2014-12-11,2014
9,524.0,658.0,11,4.0,12,2014-12-11,2014
10,348.0,658.0,11,4.0,12,2014-12-11,2014
1,218.0,659.0,12,5.0,12,2014-12-12,2014
2,154.0,659.0,12,5.0,12,2014-12-12,2014
3,177.0,659.0,12,5.0,12,2014-12-12,2014
4,287.0,659.0,12,5.0,12,2014-12-12,2014
5,131.0,659.0,12,5.0,12,2014-12-12,2014
6,230.0,659.0,12,5.0,12,2014-12-12,2014
7,150.0,659.0,12,5.0,12,2014-12-12,2014
8,270.0,659.0,12,5.0,12,2014-12-12,2014
9,607.0,659.0,12,5.0,12,2014-12-12,2014
10,439.0,659.0,12,5.0,12,2014-12-12,2014
2,32.0,660.0,13,6.0,12,2014-12-13,2014
4,21.0,660.0,13,6.0,12,2014-12-13,2014
6,29.0,660.0,13,6.0,12,2014-12-13,2014
9,45.0,660.0,13,6.0,12,2014-12-13,2014
1,145.0,661.0,15,1.0,12,2014-12-15,2014
2,129.0,661.0,15,1.0,12,2014-12-15,2014
3,228.0,661.0,15,1.0,12,2014-12-15,2014
4,253.0,661.0,15,1.0,12,2014-12-15,2014
5,287.0,661.0,15,1.0,12,2014-12-15,2014
6,124.0,661.0,15,1.0,12,2014-12-15,2014
7,125.0,661.0,15,1.0,12,2014-12-15,2014
8,172.0,661.0,15,1.0,12,2014-12-15,2014
9,488.0,661.0,15,1.0,12,2014-12-15,2014
10,319.0,661.0,15,1.0,12,2014-12-15,2014
1,333.0,662.0,16,2.0,12,2014-12-16,2014
2,418.0,662.0,16,2.0,12,2014-12-16,2014
3,380.0,662.0,16,2.0,12,2014-12-16,2014
4,612.0,662.0,16,2.0,12,2014-12-16,2014
5,294.0,662.0,16,2.0,12,2014-12-16,2014
6,403.0,662.0,16,2.0,12,2014-12-16,2014
7,499.0,662.0,16,2.0,12,2014-12-16,2014
8,461.0,662.0,16,2.0,12,2014-12-16,2014
9,923.0,662.0,16,2.0,12,2014-12-16,2014
10,649.0,662.0,16,2.0,12,2014-12-16,2014
1,141.0,663.0,17,3.0,12,2014-12-17,2014
2,180.0,663.0,17,3.0,12,2014-12-17,2014
3,355.0,663.0,17,3.0,12,2014-12-17,2014
4,473.0,663.0,17,3.0,12,2014-12-17,2014
5,213.0,663.0,17,3.0,12,2014-12-17,2014
6,210.0,663.0,17,3.0,12,2014-12-17,2014
7,116.0,663.0,17,3.0,12,2014-12-17,2014
8,115.0,663.0,17,3.0,12,2014-12-17,2014
9,750.0,663.0,17,3.0,12,2014-12-17,2014
10,396.0,663.0,17,3.0,12,2014-12-17,2014
1,133.0,664.0,18,4.0,12,2014-12-18,2014
2,71.0,664.0,18,4.0,12,2014-12-18,2014
3,232.0,664.0,18,4.0,12,2014-12-18,2014
4,155.0,664.0,18,4.0,12,2014-12-18,2014
5,96.0,664.0,18,4.0,12,2014-12-18,2014
6,93.0,664.0,18,4.0,12,2014-12-18,2014
7,92.0,664.0,18,4.0,12,2014-12-18,2014
8,113.0,664.0,18,4.0,12,2014-12-18,2014
9,327.0,664.0,18,4.0,12,2014-12-18,2014
10,201.0,664.0,18,4.0,12,2014-12-18,2014
1,411.0,665.0,19,5.0,12,2014-12-19,2014
2,206.0,665.0,19,5.0,12,2014-12-19,2014
3,329.0,665.0,19,5.0,12,2014-12-19,2014
4,321.0,665.0,19,5.0,12,2014-12-19,2014
5,104.0,665.0,19,5.0,12,2014-12-19,2014
6,267.0,665.0,19,5.0,12,2014-12-19,2014
7,300.0,665.0,19,5.0,12,2014-12-19,2014
8,270.0,665.0,19,5.0,12,2014-12-19,2014
9,929.0,665.0,19,5.0,12,2014-12-19,2014
10,499.0,665.0,19,5.0,12,2014-12-19,2014
2,32.0,666.0,20,6.0,12,2014-12-20,2014
4,84.0,666.0,20,6.0,12,2014-12-20,2014
6,75.0,666.0,20,6.0,12,2014-12-20,2014
7,31.0,666.0,20,6.0,12,2014-12-20,2014
9,164.0,666.0,20,6.0,12,2014-12-20,2014
10,25.0,666.0,20,6.0,12,2014-12-20,2014
1,435.0,667.0,22,1.0,12,2014-12-22,2014
2,129.0,667.0,22,1.0,12,2014-12-22,2014
3,456.0,667.0,22,1.0,12,2014-12-22,2014
4,507.0,667.0,22,1.0,12,2014-12-22,2014
5,209.0,667.0,22,1.0,12,2014-12-22,2014
6,263.0,667.0,22,1.0,12,2014-12-22,2014
7,250.0,667.0,22,1.0,12,2014-12-22,2014
8,246.0,667.0,22,1.0,12,2014-12-22,2014
9,869.0,667.0,22,1.0,12,2014-12-22,2014
10,559.0,667.0,22,1.0,12,2014-12-22,2014
1,151.0,668.0,23,2.0,12,2014-12-23,2014
2,161.0,668.0,23,2.0,12,2014-12-23,2014
3,127.0,668.0,23,2.0,12,2014-12-23,2014
4,275.0,668.0,23,2.0,12,2014-12-23,2014
5,98.0,668.0,23,2.0,12,2014-12-23,2014
6,150.0,668.0,23,2.0,12,2014-12-23,2014
7,156.0,668.0,23,2.0,12,2014-12-23,2014
8,184.0,668.0,23,2.0,12,2014-12-23,2014
9,506.0,668.0,23,2.0,12,2014-12-23,2014
10,424.0,668.0,23,2.0,12,2014-12-23,2014
1,56.0,669.0,24,3.0,12,2014-12-24,2014
2,60.0,669.0,24,3.0,12,2014-12-24,2014
3,59.0,669.0,24,3.0,12,2014-12-24,2014
4,158.0,669.0,24,3.0,12,2014-12-24,2014
5,91.0,669.0,24,3.0,12,2014-12-24,2014
6,306.0,669.0,24,3.0,12,2014-12-24,2014
7,29.0,669.0,24,3.0,12,2014-12-24,2014
8,29.0,669.0,24,3.0,12,2014-12-24,2014
9,181.0,669.0,24,3.0,12,2014-12-24,2014
10,140.0,669.0,24,3.0,12,2014-12-24,2014
3,51.0,670.0,25,4.0,12,2014-12-25,2014
4,17.0,670.0,25,4.0,12,2014-12-25,2014
6,5.0,670.0,25,4.0,12,2014-12-25,2014
9,48.0,670.0,25,4.0,12,2014-12-25,2014
6,5.0,671.0,26,5.0,12,2014-12-26,2014
6,6.0,672.0,27,6.0,12,2014-12-27,2014
7,34.0,672.0,27,6.0,12,2014-12-27,2014
1,917.0,673.0,28,7.0,12,2014-12-28,2014
2,1036.0,673.0,28,7.0,12,2014-12-28,2014
3,991.0,673.0,28,7.0,12,2014-12-28,2014
4,1642.0,673.0,28,7.0,12,2014-12-28,2014
5,278.0,673.0,28,7.0,12,2014-12-28,2014
6,792.0,673.0,28,7.0,12,2014-12-28,2014
7,503.0,673.0,28,7.0,12,2014-12-28,2014
8,670.0,673.0,28,7.0,12,2014-12-28,2014
9,1467.0,673.0,28,7.0,12,2014-12-28,2014
10,2058.0,673.0,28,7.0,12,2014-12-28,2014
1,953.0,674.0,29,1.0,12,2014-12-29,2014
2,563.0,674.0,29,1.0,12,2014-12-29,2014
3,471.0,674.0,29,1.0,12,2014-12-29,2014
4,1312.0,674.0,29,1.0,12,2014-12-29,2014
5,457.0,674.0,29,1.0,12,2014-12-29,2014
6,600.0,674.0,29,1.0,12,2014-12-29,2014
7,737.0,674.0,29,1.0,12,2014-12-29,2014
8,349.0,674.0,29,1.0,12,2014-12-29,2014
9,1458.0,674.0,29,1.0,12,2014-12-29,2014
10,1485.0,674.0,29,1.0,12,2014-12-29,2014
1,794.0,675.0,30,2.0,12,2014-12-30,2014
2,985.0,675.0,30,2.0,12,2014-12-30,2014
3,589.0,675.0,30,2.0,12,2014-12-30,2014
4,2102.0,675.0,30,2.0,12,2014-12-30,2014
5,536.0,675.0,30,2.0,12,2014-12-30,2014
6,806.0,675.0,30,2.0,12,2014-12-30,2014
7,751.0,675.0,30,2.0,12,2014-12-30,2014
8,437.0,675.0,30,2.0,12,2014-12-30,2014
9,2165.0,675.0,30,2.0,12,2014-12-30,2014
10,1447.0,675.0,30,2.0,12,2014-12-30,2014
1,617.0,676.0,31,3.0,12,2014-12-31,2014
2,394.0,676.0,31,3.0,12,2014-12-31,2014
3,420.0,676.0,31,3.0,12,2014-12-31,2014
4,992.0,676.0,31,3.0,12,2014-12-31,2014
5,233.0,676.0,31,3.0,12,2014-12-31,2014
6,447.0,676.0,31,3.0,12,2014-12-31,2014
7,573.0,676.0,31,3.0,12,2014-12-31,2014
8,188.0,676.0,31,3.0,12,2014-12-31,2014
9,1154.0,676.0,31,3.0,12,2014-12-31,2014
10,892.0,676.0,31,3.0,12,2014-12-31,2014
1,558.0,677.0,1,4.0,1,2015-01-01,2015
2,851.0,677.0,1,4.0,1,2015-01-01,2015
3,584.0,677.0,1,4.0,1,2015-01-01,2015
4,1254.0,677.0,1,4.0,1,2015-01-01,2015
5,550.0,677.0,1,4.0,1,2015-01-01,2015
6,564.0,677.0,1,4.0,1,2015-01-01,2015
7,801.0,677.0,1,4.0,1,2015-01-01,2015
8,468.0,677.0,1,4.0,1,2015-01-01,2015
9,1205.0,677.0,1,4.0,1,2015-01-01,2015
10,1221.0,677.0,1,4.0,1,2015-01-01,2015
1,291.0,678.0,2,5.0,1,2015-01-02,2015
2,535.0,678.0,2,5.0,1,2015-01-02,2015
3,527.0,678.0,2,5.0,1,2015-01-02,2015
4,758.0,678.0,2,5.0,1,2015-01-02,2015
5,314.0,678.0,2,5.0,1,2015-01-02,2015
6,575.0,678.0,2,5.0,1,2015-01-02,2015
7,764.0,678.0,2,5.0,1,2015-01-02,2015
8,296.0,678.0,2,5.0,1,2015-01-02,2015
9,1107.0,678.0,2,5.0,1,2015-01-02,2015
10,1223.0,678.0,2,5.0,1,2015-01-02,2015
1,33.0,679.0,3,6.0,1,2015-01-03,2015
2,176.0,679.0,3,6.0,1,2015-01-03,2015
4,439.0,679.0,3,6.0,1,2015-01-03,2015
6,82.0,679.0,3,6.0,1,2015-01-03,2015
7,68.0,679.0,3,6.0,1,2015-01-03,2015
8,67.0,679.0,3,6.0,1,2015-01-03,2015
9,146.0,679.0,3,6.0,1,2015-01-03,2015
10,82.0,679.0,3,6.0,1,2015-01-03,2015
1,476.0,680.0,5,1.0,1,2015-01-05,2015
2,619.0,680.0,5,1.0,1,2015-01-05,2015
3,693.0,680.0,5,1.0,1,2015-01-05,2015
4,795.0,680.0,5,1.0,1,2015-01-05,2015
5,228.0,680.0,5,1.0,1,2015-01-05,2015
6,494.0,680.0,5,1.0,1,2015-01-05,2015
7,273.0,680.0,5,1.0,1,2015-01-05,2015
8,242.0,680.0,5,1.0,1,2015-01-05,2015
9,1315.0,680.0,5,1.0,1,2015-01-05,2015
10,1267.0,680.0,5,1.0,1,2015-01-05,2015
1,529.0,681.0,6,2.0,1,2015-01-06,2015
2,598.0,681.0,6,2.0,1,2015-01-06,2015
3,520.0,681.0,6,2.0,1,2015-01-06,2015
4,1132.0,681.0,6,2.0,1,2015-01-06,2015
5,143.0,681.0,6,2.0,1,2015-01-06,2015
6,359.0,681.0,6,2.0,1,2015-01-06,2015
7,341.0,681.0,6,2.0,1,2015-01-06,2015
8,269.0,681.0,6,2.0,1,2015-01-06,2015
9,1953.0,681.0,6,2.0,1,2015-01-06,2015
10,628.0,681.0,6,2.0,1,2015-01-06,2015
1,309.0,682.0,7,3.0,1,2015-01-07,2015
2,525.0,682.0,7,3.0,1,2015-01-07,2015
3,453.0,682.0,7,3.0,1,2015-01-07,2015
4,539.0,682.0,7,3.0,1,2015-01-07,2015
5,267.0,682.0,7,3.0,1,2015-01-07,2015
6,294.0,682.0,7,3.0,1,2015-01-07,2015
7,191.0,682.0,7,3.0,1,2015-01-07,2015
8,157.0,682.0,7,3.0,1,2015-01-07,2015
9,1625.0,682.0,7,3.0,1,2015-01-07,2015
10,510.0,682.0,7,3.0,1,2015-01-07,2015
1,315.0,683.0,8,4.0,1,2015-01-08,2015
2,361.0,683.0,8,4.0,1,2015-01-08,2015
3,229.0,683.0,8,4.0,1,2015-01-08,2015
4,695.0,683.0,8,4.0,1,2015-01-08,2015
5,209.0,683.0,8,4.0,1,2015-01-08,2015
6,245.0,683.0,8,4.0,1,2015-01-08,2015
7,350.0,683.0,8,4.0,1,2015-01-08,2015
8,123.0,683.0,8,4.0,1,2015-01-08,2015
9,597.0,683.0,8,4.0,1,2015-01-08,2015
10,721.0,683.0,8,4.0,1,2015-01-08,2015
1,318.0,684.0,9,5.0,1,2015-01-09,2015
2,366.0,684.0,9,5.0,1,2015-01-09,2015
3,444.0,684.0,9,5.0,1,2015-01-09,2015
4,832.0,684.0,9,5.0,1,2015-01-09,2015
5,200.0,684.0,9,5.0,1,2015-01-09,2015
6,403.0,684.0,9,5.0,1,2015-01-09,2015
7,410.0,684.0,9,5.0,1,2015-01-09,2015
8,296.0,684.0,9,5.0,1,2015-01-09,2015
9,911.0,684.0,9,5.0,1,2015-01-09,2015
10,568.0,684.0,9,5.0,1,2015-01-09,2015
2,35.0,685.0,10,6.0,1,2015-01-10,2015
3,69.0,685.0,10,6.0,1,2015-01-10,2015
4,69.0,685.0,10,6.0,1,2015-01-10,2015
6,44.0,685.0,10,6.0,1,2015-01-10,2015
7,34.0,685.0,10,6.0,1,2015-01-10,2015
8,34.0,685.0,10,6.0,1,2015-01-10,2015
9,114.0,685.0,10,6.0,1,2015-01-10,2015
10,55.0,685.0,10,6.0,1,2015-01-10,2015
10,24.0,686.0,11,7.0,1,2015-01-11,2015
1,265.0,687.0,12,1.0,1,2015-01-12,2015
2,507.0,687.0,12,1.0,1,2015-01-12,2015
3,527.0,687.0,12,1.0,1,2015-01-12,2015
4,573.0,687.0,12,1.0,1,2015-01-12,2015
5,457.0,687.0,12,1.0,1,2015-01-12,2015
6,363.0,687.0,12,1.0,1,2015-01-12,2015
7,437.0,687.0,12,1.0,1,2015-01-12,2015
8,108.0,687.0,12,1.0,1,2015-01-12,2015
9,898.0,687.0,12,1.0,1,2015-01-12,2015
10,1223.0,687.0,12,1.0,1,2015-01-12,2015
1,397.0,688.0,13,2.0,1,2015-01-13,2015
2,246.0,688.0,13,2.0,1,2015-01-13,2015
3,416.0,688.0,13,2.0,1,2015-01-13,2015
4,716.0,688.0,13,2.0,1,2015-01-13,2015
5,178.0,688.0,13,2.0,1,2015-01-13,2015
6,403.0,688.0,13,2.0,1,2015-01-13,2015
7,648.0,688.0,13,2.0,1,2015-01-13,2015
8,302.0,688.0,13,2.0,1,2015-01-13,2015
9,928.0,688.0,13,2.0,1,2015-01-13,2015
10,655.0,688.0,13,2.0,1,2015-01-13,2015
1,401.0,689.0,14,3.0,1,2015-01-14,2015
2,361.0,689.0,14,3.0,1,2015-01-14,2015
3,517.0,689.0,14,3.0,1,2015-01-14,2015
4,862.0,689.0,14,3.0,1,2015-01-14,2015
5,300.0,689.0,14,3.0,1,2015-01-14,2015
6,341.0,689.0,14,3.0,1,2015-01-14,2015
7,637.0,689.0,14,3.0,1,2015-01-14,2015
8,282.0,689.0,14,3.0,1,2015-01-14,2015
9,638.0,689.0,14,3.0,1,2015-01-14,2015
10,713.0,689.0,14,3.0,1,2015-01-14,2015
1,340.0,690.0,15,4.0,1,2015-01-15,2015
2,490.0,690.0,15,4.0,1,2015-01-15,2015
3,330.0,690.0,15,4.0,1,2015-01-15,2015
4,559.0,690.0,15,4.0,1,2015-01-15,2015
5,209.0,690.0,15,4.0,1,2015-01-15,2015
6,282.0,690.0,15,4.0,1,2015-01-15,2015
7,300.0,690.0,15,4.0,1,2015-01-15,2015
8,296.0,690.0,15,4.0,1,2015-01-15,2015
9,597.0,690.0,15,4.0,1,2015-01-15,2015
10,541.0,690.0,15,4.0,1,2015-01-15,2015
1,318.0,691.0,16,5.0,1,2015-01-16,2015
2,507.0,691.0,16,5.0,1,2015-01-16,2015
3,527.0,691.0,16,5.0,1,2015-01-16,2015
4,591.0,691.0,16,5.0,1,2015-01-16,2015
5,114.0,691.0,16,5.0,1,2015-01-16,2015
6,302.0,691.0,16,5.0,1,2015-01-16,2015
7,328.0,691.0,16,5.0,1,2015-01-16,2015
8,296.0,691.0,16,5.0,1,2015-01-16,2015
9,573.0,691.0,16,5.0,1,2015-01-16,2015
10,677.0,691.0,16,5.0,1,2015-01-16,2015
1,33.0,692.0,17,6.0,1,2015-01-17,2015
2,35.0,692.0,17,6.0,1,2015-01-17,2015
4,116.0,692.0,17,6.0,1,2015-01-17,2015
5,36.0,692.0,17,6.0,1,2015-01-17,2015
6,63.0,692.0,17,6.0,1,2015-01-17,2015
7,68.0,692.0,17,6.0,1,2015-01-17,2015
9,146.0,692.0,17,6.0,1,2015-01-17,2015
10,246.0,692.0,17,6.0,1,2015-01-17,2015
10,24.0,693.0,18,7.0,1,2015-01-18,2015
1,265.0,694.0,19,1.0,1,2015-01-19,2015
2,366.0,694.0,19,1.0,1,2015-01-19,2015
3,554.0,694.0,19,1.0,1,2015-01-19,2015
4,462.0,694.0,19,1.0,1,2015-01-19,2015
5,257.0,694.0,19,1.0,1,2015-01-19,2015
6,353.0,694.0,19,1.0,1,2015-01-19,2015
7,300.0,694.0,19,1.0,1,2015-01-19,2015
8,215.0,694.0,19,1.0,1,2015-01-19,2015
9,872.0,694.0,19,1.0,1,2015-01-19,2015
10,655.0,694.0,19,1.0,1,2015-01-19,2015
1,364.0,695.0,20,2.0,1,2015-01-20,2015
2,317.0,695.0,20,2.0,1,2015-01-20,2015
3,485.0,695.0,20,2.0,1,2015-01-20,2015
4,693.0,695.0,20,2.0,1,2015-01-20,2015
5,214.0,695.0,20,2.0,1,2015-01-20,2015
6,365.0,695.0,20,2.0,1,2015-01-20,2015
7,614.0,695.0,20,2.0,1,2015-01-20,2015
8,571.0,695.0,20,2.0,1,2015-01-20,2015
9,911.0,695.0,20,2.0,1,2015-01-20,2015
10,955.0,695.0,20,2.0,1,2015-01-20,2015
1,216.0,696.0,21,3.0,1,2015-01-21,2015
2,427.0,696.0,21,3.0,1,2015-01-21,2015
3,259.0,696.0,21,3.0,1,2015-01-21,2015
4,625.0,696.0,21,3.0,1,2015-01-21,2015
5,233.0,696.0,21,3.0,1,2015-01-21,2015
6,400.0,696.0,21,3.0,1,2015-01-21,2015
7,478.0,696.0,21,3.0,1,2015-01-21,2015
8,345.0,696.0,21,3.0,1,2015-01-21,2015
9,1094.0,696.0,21,3.0,1,2015-01-21,2015
10,917.0,696.0,21,3.0,1,2015-01-21,2015
1,340.0,697.0,22,4.0,1,2015-01-22,2015
2,258.0,697.0,22,4.0,1,2015-01-22,2015
3,330.0,697.0,22,4.0,1,2015-01-22,2015
4,745.0,697.0,22,4.0,1,2015-01-22,2015
5,105.0,697.0,22,4.0,1,2015-01-22,2015
6,259.0,697.0,22,4.0,1,2015-01-22,2015
7,100.0,697.0,22,4.0,1,2015-01-22,2015
8,148.0,697.0,22,4.0,1,2015-01-22,2015
9,561.0,697.0,22,4.0,1,2015-01-22,2015
10,480.0,697.0,22,4.0,1,2015-01-22,2015
1,238.0,698.0,23,5.0,1,2015-01-23,2015
2,366.0,698.0,23,5.0,1,2015-01-23,2015
3,444.0,698.0,23,5.0,1,2015-01-23,2015
4,573.0,698.0,23,5.0,1,2015-01-23,2015
5,171.0,698.0,23,5.0,1,2015-01-23,2015
6,403.0,698.0,23,5.0,1,2015-01-23,2015
7,355.0,698.0,23,5.0,1,2015-01-23,2015
8,403.0,698.0,23,5.0,1,2015-01-23,2015
9,742.0,698.0,23,5.0,1,2015-01-23,2015
10,655.0,698.0,23,5.0,1,2015-01-23,2015
1,99.0,699.0,24,6.0,1,2015-01-24,2015
2,176.0,699.0,24,6.0,1,2015-01-24,2015
4,46.0,699.0,24,6.0,1,2015-01-24,2015
5,71.0,699.0,24,6.0,1,2015-01-24,2015
6,151.0,699.0,24,6.0,1,2015-01-24,2015
7,34.0,699.0,24,6.0,1,2015-01-24,2015
9,163.0,699.0,24,6.0,1,2015-01-24,2015
10,55.0,699.0,24,6.0,1,2015-01-24,2015
9,14.0,700.0,25,7.0,1,2015-01-25,2015
1,318.0,701.0,26,1.0,1,2015-01-26,2015
2,366.0,701.0,26,1.0,1,2015-01-26,2015
3,748.0,701.0,26,1.0,1,2015-01-26,2015
4,776.0,701.0,26,1.0,1,2015-01-26,2015
5,257.0,701.0,26,1.0,1,2015-01-26,2015
6,277.0,701.0,26,1.0,1,2015-01-26,2015
7,546.0,701.0,26,1.0,1,2015-01-26,2015
8,349.0,701.0,26,1.0,1,2015-01-26,2015
9,872.0,701.0,26,1.0,1,2015-01-26,2015
10,895.0,701.0,26,1.0,1,2015-01-26,2015
1,397.0,702.0,27,2.0,1,2015-01-27,2015
2,528.0,702.0,27,2.0,1,2015-01-27,2015
3,346.0,702.0,27,2.0,1,2015-01-27,2015
4,762.0,702.0,27,2.0,1,2015-01-27,2015
5,428.0,702.0,27,2.0,1,2015-01-27,2015
6,340.0,702.0,27,2.0,1,2015-01-27,2015
7,171.0,702.0,27,2.0,1,2015-01-27,2015
8,437.0,702.0,27,2.0,1,2015-01-27,2015
9,1090.0,702.0,27,2.0,1,2015-01-27,2015
10,601.0,702.0,27,2.0,1,2015-01-27,2015
1,309.0,703.0,28,3.0,1,2015-01-28,2015
2,295.0,703.0,28,3.0,1,2015-01-28,2015
3,582.0,703.0,28,3.0,1,2015-01-28,2015
4,1035.0,703.0,28,3.0,1,2015-01-28,2015
5,367.0,703.0,28,3.0,1,2015-01-28,2015
6,506.0,703.0,28,3.0,1,2015-01-28,2015
7,382.0,703.0,28,3.0,1,2015-01-28,2015
8,376.0,703.0,28,3.0,1,2015-01-28,2015
9,1033.0,703.0,28,3.0,1,2015-01-28,2015
10,713.0,703.0,28,3.0,1,2015-01-28,2015
1,267.0,704.0,29,4.0,1,2015-01-29,2015
2,258.0,704.0,29,4.0,1,2015-01-29,2015
3,381.0,704.0,29,4.0,1,2015-01-29,2015
4,576.0,704.0,29,4.0,1,2015-01-29,2015
5,157.0,704.0,29,4.0,1,2015-01-29,2015
6,296.0,704.0,29,4.0,1,2015-01-29,2015
7,425.0,704.0,29,4.0,1,2015-01-29,2015
8,197.0,704.0,29,4.0,1,2015-01-29,2015
9,800.0,704.0,29,4.0,1,2015-01-29,2015
10,581.0,704.0,29,4.0,1,2015-01-29,2015
1,450.0,705.0,30,5.0,1,2015-01-30,2015
2,366.0,705.0,30,5.0,1,2015-01-30,2015
3,582.0,705.0,30,5.0,1,2015-01-30,2015
4,665.0,705.0,30,5.0,1,2015-01-30,2015
5,228.0,705.0,30,5.0,1,2015-01-30,2015
6,373.0,705.0,30,5.0,1,2015-01-30,2015
7,164.0,705.0,30,5.0,1,2015-01-30,2015
8,215.0,705.0,30,5.0,1,2015-01-30,2015
9,1094.0,705.0,30,5.0,1,2015-01-30,2015
10,612.0,705.0,30,5.0,1,2015-01-30,2015
1,33.0,706.0,31,6.0,1,2015-01-31,2015
2,35.0,706.0,31,6.0,1,2015-01-31,2015
4,69.0,706.0,31,6.0,1,2015-01-31,2015
5,36.0,706.0,31,6.0,1,2015-01-31,2015
6,50.0,706.0,31,6.0,1,2015-01-31,2015
7,34.0,706.0,31,6.0,1,2015-01-31,2015
8,34.0,706.0,31,6.0,1,2015-01-31,2015
9,228.0,706.0,31,6.0,1,2015-01-31,2015
10,82.0,706.0,31,6.0,1,2015-01-31,2015
9,14.0,707.0,1,7.0,2,2015-02-01,2015
1,529.0,708.0,2,1.0,2,2015-02-02,2015
2,450.0,708.0,2,1.0,2,2015-02-02,2015
3,776.0,708.0,2,1.0,2,2015-02-02,2015
4,906.0,708.0,2,1.0,2,2015-02-02,2015
5,314.0,708.0,2,1.0,2,2015-02-02,2015
6,348.0,708.0,2,1.0,2,2015-02-02,2015
7,273.0,708.0,2,1.0,2,2015-02-02,2015
8,403.0,708.0,2,1.0,2,2015-02-02,2015
9,1419.0,708.0,2,1.0,2,2015-02-02,2015
10,1179.0,708.0,2,1.0,2,2015-02-02,2015
1,628.0,709.0,3,2.0,2,2015-02-03,2015
2,457.0,709.0,3,2.0,2,2015-02-03,2015
3,450.0,709.0,3,2.0,2,2015-02-03,2015
4,1363.0,709.0,3,2.0,2,2015-02-03,2015
5,464.0,709.0,3,2.0,2,2015-02-03,2015
6,435.0,709.0,3,2.0,2,2015-02-03,2015
7,410.0,709.0,3,2.0,2,2015-02-03,2015
8,370.0,709.0,3,2.0,2,2015-02-03,2015
9,1172.0,709.0,3,2.0,2,2015-02-03,2015
10,846.0,709.0,3,2.0,2,2015-02-03,2015
1,525.0,710.0,4,3.0,2,2015-02-04,2015
2,492.0,710.0,4,3.0,2,2015-02-04,2015
3,291.0,710.0,4,3.0,2,2015-02-04,2015
4,884.0,710.0,4,3.0,2,2015-02-04,2015
5,700.0,710.0,4,3.0,2,2015-02-04,2015
6,394.0,710.0,4,3.0,2,2015-02-04,2015
