r_date,date,brand,day_of_week,cnt
2014-10-27,614.0,3,1.0,177.0
2014-10-27,614.0,4,1.0,507.0
2014-10-27,614.0,5,1.0,104.0
2014-10-27,614.0,6,1.0,226.0
2014-10-27,614.0,7,1.0,200.0
2014-10-27,614.0,8,1.0,246.0
2014-10-27,614.0,9,1.0,1226.0
2014-10-27,614.0,10,1.0,479.0
2014-10-28,615.0,1,2.0,393.0
2014-10-28,615.0,2,2.0,289.0
2014-10-28,615.0,3,2.0,412.0
2014-10-28,615.0,4,2.0,465.0
2014-10-28,615.0,5,2.0,98.0
2014-10-28,615.0,6,2.0,317.0
2014-10-28,615.0,7,2.0,312.0
2014-10-28,615.0,8,2.0,123.0
2014-10-28,615.0,9,2.0,1414.0
2014-10-28,615.0,10,2.0,449.0
2014-10-29,616.0,1,3.0,367.0
2014-10-29,616.0,2,3.0,150.0
2014-10-29,616.0,3,3.0,207.0
2014-10-29,616.0,4,3.0,276.0
2014-10-29,616.0,5,3.0,61.0
2014-10-29,616.0,6,3.0,231.0
2014-10-29,616.0,7,3.0,87.0
2014-10-29,616.0,8,3.0,57.0
2014-10-29,616.0,9,3.0,431.0
2014-10-29,616.0,10,3.0,140.0
2014-10-30,617.0,1,4.0,200.0
2014-10-30,617.0,2,4.0,94.0
2014-10-30,617.0,3,4.0,163.0
2014-10-30,617.0,4,4.0,325.0
2014-10-30,617.0,5,4.0,48.0
2014-10-30,617.0,6,4.0,131.0
2014-10-30,617.0,7,4.0,275.0
2014-10-30,617.0,8,4.0,90.0
2014-10-30,617.0,9,4.0,371.0
2014-10-30,617.0,10,4.0,293.0
2014-10-31,618.0,1,5.0,145.0
2014-10-31,618.0,2,5.0,206.0
2014-10-31,618.0,3,5.0,228.0
2014-10-31,618.0,4,5.0,338.0
2014-10-31,618.0,5,5.0,235.0
2014-10-31,618.0,6,5.0,212.0
2014-10-31,618.0,7,5.0,150.0
2014-10-31,618.0,8,5.0,123.0
2014-10-31,618.0,9,5.0,786.0
2014-10-31,618.0,10,5.0,419.0
2014-11-01,619.0,1,,
2014-11-01,619.0,2,,
2014-11-01,619.0,3,,
2014-11-01,619.0,4,6.0,21.0
2014-11-01,619.0,5,,
2014-11-01,619.0,6,6.0,17.0
2014-11-01,619.0,7,,
2014-11-01,619.0,8,,
2014-11-01,619.0,9,6.0,45.0
2014-11-01,619.0,10,6.0,75.0
2014-11-02,620.0,1,,
2014-11-02,620.0,2,,
2014-11-02,620.0,3,,
2014-11-02,620.0,4,,
2014-11-02,620.0,5,,
2014-11-02,620.0,6,7.0,5.0
2014-11-02,620.0,7,,
2014-11-02,620.0,8,,
2014-11-02,620.0,9,,
2014-11-02,620.0,10,,
2014-11-03,621.0,1,1.0,290.0
2014-11-03,621.0,2,1.0,283.0
2014-11-03,621.0,3,1.0,279.0
2014-11-03,621.0,4,1.0,372.0
2014-11-03,621.0,5,1.0,261.0
2014-11-03,621.0,6,1.0,217.0
2014-11-03,621.0,7,1.0,225.0
2014-11-03,621.0,8,1.0,221.0
2014-11-03,621.0,9,1.0,476.0
2014-11-03,621.0,10,1.0,399.0
2014-11-04,622.0,1,2.0,242.0
2014-11-04,622.0,2,2.0,193.0
2014-11-04,622.0,3,2.0,348.0
2014-11-04,622.0,4,2.0,422.0
2014-11-04,622.0,5,2.0,196.0
2014-11-04,622.0,6,2.0,207.0
2014-11-04,622.0,7,2.0,156.0
2014-11-04,622.0,8,2.0,338.0
2014-11-04,622.0,9,2.0,551.0
2014-11-04,622.0,10,2.0,374.0
2014-11-05,623.0,1,3.0,56.0
2014-11-05,623.0,2,3.0,300.0
2014-11-05,623.0,3,3.0,207.0
2014-11-05,623.0,4,3.0,414.0
2014-11-05,623.0,5,3.0,122.0
2014-11-05,623.0,6,3.0,237.0
2014-11-05,623.0,7,3.0,320.0
2014-11-05,623.0,8,3.0,229.0
2014-11-05,623.0,9,3.0,472.0
2014-11-05,623.0,10,3.0,373.0
2014-11-06,624.0,1,4.0,133.0
2014-11-06,624.0,2,4.0,189.0
2014-11-06,624.0,3,4.0,186.0
2014-11-06,624.0,4,4.0,217.0
2014-11-06,624.0,5,4.0,120.0
2014-11-06,624.0,6,4.0,173.0
2014-11-06,624.0,7,4.0,297.0
2014-11-06,624.0,8,4.0,158.0
2014-11-06,624.0,9,4.0,316.0
2014-11-06,624.0,10,4.0,220.0
2014-11-07,625.0,1,5.0,266.0
2014-11-07,625.0,2,5.0,103.0
2014-11-07,625.0,3,5.0,228.0
2014-11-07,625.0,4,5.0,338.0
2014-11-07,625.0,5,5.0,131.0
2014-11-07,625.0,6,5.0,203.0
2014-11-07,625.0,7,5.0,175.0
2014-11-07,625.0,8,5.0,197.0
2014-11-07,625.0,9,5.0,345.0
2014-11-07,625.0,10,5.0,499.0
2014-11-08,626.0,1,,
2014-11-08,626.0,2,,
2014-11-08,626.0,3,6.0,32.0
2014-11-08,626.0,4,6.0,42.0
2014-11-08,626.0,5,,
2014-11-08,626.0,6,6.0,40.0
2014-11-08,626.0,7,,
2014-11-08,626.0,8,6.0,31.0
2014-11-08,626.0,9,6.0,45.0
2014-11-08,626.0,10,6.0,50.0
2014-11-09,627.0,1,,
2014-11-09,627.0,2,,
2014-11-09,627.0,3,,
2014-11-09,627.0,4,,
2014-11-09,627.0,5,,
2014-11-09,627.0,6,,
2014-11-09,627.0,7,,
2014-11-09,627.0,8,,
2014-11-09,627.0,9,,
2014-11-09,627.0,10,7.0,22.0
2014-11-10,628.0,1,1.0,266.0
2014-11-10,628.0,2,1.0,206.0
2014-11-10,628.0,3,1.0,152.0
2014-11-10,628.0,4,1.0,574.0
2014-11-10,628.0,5,1.0,26.0
2014-11-10,628.0,6,1.0,235.0
2014-11-10,628.0,7,1.0,150.0
2014-11-10,628.0,8,1.0,197.0
2014-11-10,628.0,9,1.0,571.0
2014-11-10,628.0,10,1.0,319.0
2014-11-11,629.0,1,2.0,272.0
2014-11-11,629.0,2,2.0,161.0
2014-11-11,629.0,3,2.0,507.0
2014-11-11,629.0,4,2.0,528.0
2014-11-11,629.0,5,2.0,359.0
2014-11-11,629.0,6,2.0,288.0
2014-11-11,629.0,7,2.0,437.0
2014-11-11,629.0,8,2.0,184.0
2014-11-11,629.0,9,2.0,967.0
2014-11-11,629.0,10,2.0,574.0
2014-11-12,630.0,1,3.0,198.0
2014-11-12,630.0,2,3.0,180.0
2014-11-12,630.0,3,3.0,237.0
2014-11-12,630.0,4,3.0,315.0
2014-11-12,630.0,5,3.0,244.0
2014-11-12,630.0,6,3.0,237.0
2014-11-12,630.0,7,3.0,262.0
2014-11-12,630.0,8,3.0,172.0
2014-11-12,630.0,9,3.0,708.0
2014-11-12,630.0,10,3.0,559.0
2014-11-13,631.0,1,4.0,44.0
2014-11-13,631.0,2,4.0,94.0
2014-11-13,631.0,3,4.0,279.0
2014-11-13,631.0,4,4.0,279.0
2014-11-13,631.0,5,4.0,120.0
2014-11-13,631.0,6,4.0,199.0
2014-11-13,631.0,7,4.0,160.0
2014-11-13,631.0,8,4.0,203.0
2014-11-13,631.0,9,4.0,469.0
2014-11-13,631.0,10,4.0,293.0
2014-11-14,632.0,1,5.0,145.0
2014-11-14,632.0,2,5.0,129.0
2014-11-14,632.0,3,5.0,101.0
2014-11-14,632.0,4,5.0,253.0
2014-11-14,632.0,5,5.0,157.0
2014-11-14,632.0,6,5.0,170.0
2014-11-14,632.0,7,5.0,200.0
2014-11-14,632.0,8,5.0,123.0
2014-11-14,632.0,9,5.0,536.0
2014-11-14,632.0,10,5.0,379.0
2014-11-15,633.0,1,,
2014-11-15,633.0,2,6.0,32.0
2014-11-15,633.0,3,6.0,32.0
2014-11-15,633.0,4,6.0,42.0
2014-11-15,633.0,5,6.0,33.0
2014-11-15,633.0,6,6.0,58.0
2014-11-15,633.0,7,,
2014-11-15,633.0,8,6.0,31.0
2014-11-15,633.0,9,6.0,45.0
2014-11-15,633.0,10,6.0,25.0
2014-11-16,634.0,1,,
2014-11-16,634.0,2,,
2014-11-16,634.0,3,,
2014-11-16,634.0,4,,
2014-11-16,634.0,5,,
2014-11-16,634.0,6,7.0,5.0
2014-11-16,634.0,7,,
2014-11-16,634.0,8,,
2014-11-16,634.0,9,,
2014-11-16,634.0,10,,
2014-11-17,635.0,1,1.0,145.0
2014-11-17,635.0,2,1.0,309.0
2014-11-17,635.0,3,1.0,304.0
2014-11-17,635.0,4,1.0,372.0
2014-11-17,635.0,5,1.0,78.0
2014-11-17,635.0,6,1.0,161.0
2014-11-17,635.0,7,1.0,100.0
2014-11-17,635.0,8,1.0,74.0
2014-11-17,635.0,9,1.0,583.0
2014-11-17,635.0,10,1.0,419.0
2014-11-18,636.0,1,2.0,605.0
2014-11-18,636.0,2,2.0,225.0
2014-11-18,636.0,3,2.0,412.0
2014-11-18,636.0,4,2.0,486.0
2014-11-18,636.0,5,2.0,261.0
2014-11-18,636.0,6,2.0,219.0
2014-11-18,636.0,7,2.0,250.0
2014-11-18,636.0,8,2.0,92.0
2014-11-18,636.0,9,2.0,536.0
2014-11-18,636.0,10,2.0,424.0
2014-11-19,637.0,1,3.0,282.0
2014-11-19,637.0,2,3.0,180.0
2014-11-19,637.0,3,3.0,296.0
2014-11-19,637.0,4,3.0,375.0
2014-11-19,637.0,5,3.0,213.0
2014-11-19,637.0,6,3.0,199.0
2014-11-19,637.0,7,3.0,291.0
2014-11-19,637.0,8,3.0,315.0
2014-11-19,637.0,9,3.0,597.0
2014-11-19,637.0,10,3.0,303.0
2014-11-20,638.0,1,4.0,222.0
2014-11-20,638.0,2,4.0,94.0
2014-11-20,638.0,3,4.0,348.0
2014-11-20,638.0,4,4.0,279.0
2014-11-20,638.0,5,4.0,96.0
2014-11-20,638.0,6,4.0,224.0
2014-11-20,638.0,7,4.0,183.0
2014-11-20,638.0,8,4.0,158.0
2014-11-20,638.0,9,4.0,382.0
2014-11-20,638.0,10,4.0,238.0
2014-11-21,639.0,1,5.0,218.0
2014-11-21,639.0,2,5.0,232.0
2014-11-21,639.0,3,5.0,304.0
2014-11-21,639.0,4,5.0,237.0
2014-11-21,639.0,5,5.0,235.0
2014-11-21,639.0,6,5.0,161.0
2014-11-21,639.0,7,5.0,225.0
2014-11-21,639.0,8,5.0,123.0
2014-11-21,639.0,9,5.0,524.0
2014-11-21,639.0,10,5.0,319.0
2014-11-22,640.0,1,6.0,60.0
2014-11-22,640.0,2,6.0,32.0
2014-11-22,640.0,3,6.0,32.0
2014-11-22,640.0,4,6.0,63.0
2014-11-22,640.0,5,,
2014-11-22,640.0,6,6.0,23.0
2014-11-22,640.0,7,,
2014-11-22,640.0,8,,
2014-11-22,640.0,9,6.0,60.0
2014-11-22,640.0,10,6.0,75.0
2014-11-23,,1,,
2014-11-23,,2,,
2014-11-23,,3,,
2014-11-23,,4,,
2014-11-23,,5,,
2014-11-23,,6,,
2014-11-23,,7,,
2014-11-23,,8,,
2014-11-23,,9,,
2014-11-23,,10,,
2014-11-24,641.0,1,1.0,411.0
2014-11-24,641.0,2,1.0,154.0
2014-11-24,641.0,3,1.0,380.0
2014-11-24,641.0,4,1.0,507.0
2014-11-24,641.0,5,1.0,157.0
2014-11-24,641.0,6,1.0,198.0
2014-11-24,641.0,7,1.0,275.0
2014-11-24,641.0,8,1.0,246.0
2014-11-24,641.0,9,1.0,488.0
2014-11-24,641.0,10,1.0,599.0
2014-11-25,642.0,1,2.0,151.0
2014-11-25,642.0,2,2.0,225.0
2014-11-25,642.0,3,2.0,95.0
2014-11-25,642.0,4,2.0,486.0
2014-11-25,642.0,5,2.0,65.0
2014-11-25,642.0,6,2.0,253.0
2014-11-25,642.0,7,2.0,281.0
2014-11-25,642.0,8,2.0,215.0
2014-11-25,642.0,9,2.0,327.0
2014-11-25,642.0,10,2.0,349.0
2014-11-26,643.0,1,3.0,113.0
2014-11-26,643.0,2,3.0,120.0
2014-11-26,643.0,3,3.0,444.0
2014-11-26,643.0,4,3.0,473.0
2014-11-26,643.0,5,3.0,61.0
2014-11-26,643.0,6,3.0,231.0
2014-11-26,643.0,7,3.0,233.0
2014-11-26,643.0,8,3.0,229.0
2014-11-26,643.0,9,3.0,486.0
2014-11-26,643.0,10,3.0,419.0
2014-11-27,644.0,1,4.0,89.0
2014-11-27,644.0,2,4.0,94.0
2014-11-27,644.0,3,4.0,163.0
2014-11-27,644.0,4,4.0,356.0
2014-11-27,644.0,5,4.0,96.0
2014-11-27,644.0,6,4.0,144.0
2014-11-27,644.0,7,4.0,252.0
2014-11-27,644.0,8,4.0,203.0
2014-11-27,644.0,9,4.0,447.0
2014-11-27,644.0,10,4.0,348.0
2014-11-28,645.0,1,5.0,290.0
2014-11-28,645.0,2,5.0,232.0
2014-11-28,645.0,3,5.0,152.0
2014-11-28,645.0,4,5.0,220.0
2014-11-28,645.0,5,5.0,78.0
2014-11-28,645.0,6,5.0,194.0
2014-11-28,645.0,7,5.0,200.0
2014-11-28,645.0,8,5.0,98.0
2014-11-28,645.0,9,5.0,452.0
2014-11-28,645.0,10,5.0,300.0
2014-11-29,646.0,1,6.0,30.0
2014-11-29,646.0,2,,
2014-11-29,646.0,3,6.0,32.0
2014-11-29,646.0,4,6.0,42.0
2014-11-29,646.0,5,,
2014-11-29,646.0,6,6.0,23.0
2014-11-29,646.0,7,6.0,62.0
2014-11-29,646.0,8,,
2014-11-29,646.0,9,6.0,30.0
2014-11-29,646.0,10,6.0,75.0
2014-11-30,647.0,1,,
2014-11-30,647.0,2,,
2014-11-30,647.0,3,,
2014-11-30,647.0,4,,
2014-11-30,647.0,5,,
2014-11-30,647.0,6,7.0,5.0
2014-11-30,647.0,7,,
2014-11-30,647.0,8,,
2014-11-30,647.0,9,,
2014-11-30,647.0,10,,
2014-12-01,648.0,1,1.0,242.0
2014-12-01,648.0,2,1.0,180.0
2014-12-01,648.0,3,1.0,304.0
2014-12-01,648.0,4,1.0,490.0
2014-12-01,648.0,5,1.0,209.0
2014-12-01,648.0,6,1.0,207.0
2014-12-01,648.0,7,1.0,150.0
2014-12-01,648.0,8,1.0,319.0
2014-12-01,648.0,9,1.0,655.0
2014-12-01,648.0,10,1.0,419.0
2014-12-02,649.0,1,2.0,363.0
2014-12-02,649.0,2,2.0,64.0
2014-12-02,649.0,3,2.0,317.0
2014-12-02,649.0,4,2.0,739.0
2014-12-02,649.0,5,2.0,163.0
2014-12-02,649.0,6,2.0,323.0
2014-12-02,649.0,7,2.0,406.0
2014-12-02,649.0,8,2.0,215.0
2014-12-02,649.0,9,2.0,804.0
2014-12-02,649.0,10,2.0,549.0
2014-12-03,650.0,1,3.0,198.0
2014-12-03,650.0,2,3.0,90.0
2014-12-03,650.0,3,3.0,177.0
2014-12-03,650.0,4,3.0,473.0
2014-12-03,650.0,5,3.0,183.0
2014-12-03,650.0,6,3.0,177.0
2014-12-03,650.0,7,,
2014-12-03,650.0,8,3.0,172.0
2014-12-03,650.0,9,3.0,444.0
2014-12-03,650.0,10,3.0,233.0
2014-12-04,651.0,1,4.0,111.0
2014-12-04,651.0,2,4.0,94.0
2014-12-04,651.0,3,4.0,325.0
2014-12-04,651.0,4,4.0,310.0
2014-12-04,651.0,5,4.0,144.0
2014-12-04,651.0,6,4.0,207.0
2014-12-04,651.0,7,4.0,114.0
2014-12-04,651.0,8,4.0,203.0
2014-12-04,651.0,9,4.0,458.0
2014-12-04,651.0,10,4.0,366.0
2014-12-05,652.0,1,5.0,266.0
2014-12-05,652.0,2,5.0,334.0
2014-12-05,652.0,3,5.0,279.0
2014-12-05,652.0,4,5.0,574.0
2014-12-05,652.0,5,5.0,209.0
2014-12-05,652.0,6,5.0,180.0
2014-12-05,652.0,7,5.0,175.0
2014-12-05,652.0,8,5.0,197.0
2014-12-05,652.0,9,5.0,452.0
2014-12-05,652.0,10,5.0,359.0
2014-12-06,653.0,1,,
2014-12-06,653.0,2,6.0,64.0
2014-12-06,653.0,3,6.0,32.0
2014-12-06,653.0,4,6.0,21.0
2014-12-06,653.0,5,6.0,33.0
2014-12-06,653.0,6,6.0,46.0
2014-12-06,653.0,7,6.0,31.0
2014-12-06,653.0,8,6.0,92.0
2014-12-06,653.0,9,6.0,104.0
2014-12-06,653.0,10,6.0,50.0
2014-12-07,654.0,1,,
2014-12-07,654.0,2,,
2014-12-07,654.0,3,7.0,27.0
2014-12-07,654.0,4,,
2014-12-07,654.0,5,,
2014-12-07,654.0,6,,
2014-12-07,654.0,7,,
2014-12-07,654.0,8,,
2014-12-07,654.0,9,,
2014-12-07,654.0,10,,
2014-12-08,655.0,1,1.0,169.0
2014-12-08,655.0,2,1.0,257.0
2014-12-08,655.0,3,1.0,279.0
2014-12-08,655.0,4,1.0,422.0
2014-12-08,655.0,5,1.0,104.0
2014-12-08,655.0,6,1.0,203.0
2014-12-08,655.0,7,1.0,125.0
2014-12-08,655.0,8,1.0,197.0
2014-12-08,655.0,9,1.0,762.0
2014-12-08,655.0,10,1.0,639.0
2014-12-09,656.0,1,2.0,60.0
2014-12-09,656.0,2,2.0,129.0
2014-12-09,656.0,3,2.0,475.0
2014-12-09,656.0,4,2.0,422.0
2014-12-09,656.0,5,2.0,65.0
2014-12-09,656.0,6,2.0,219.0
2014-12-09,656.0,7,2.0,156.0
2014-12-09,656.0,8,2.0,215.0
2014-12-09,656.0,9,2.0,729.0
2014-12-09,656.0,10,2.0,524.0
2014-12-10,657.0,1,3.0,282.0
2014-12-10,657.0,2,3.0,240.0
2014-12-10,657.0,3,3.0,237.0
2014-12-10,657.0,4,3.0,434.0
2014-12-10,657.0,5,3.0,61.0
2014-12-10,657.0,6,3.0,226.0
2014-12-10,657.0,7,3.0,146.0
2014-12-10,657.0,8,3.0,373.0
2014-12-10,657.0,9,3.0,778.0
2014-12-10,657.0,10,3.0,419.0
2014-12-11,658.0,1,4.0,155.0
2014-12-11,658.0,2,4.0,94.0
2014-12-11,658.0,3,4.0,209.0
2014-12-11,658.0,4,4.0,279.0
2014-12-11,658.0,5,4.0,48.0
2014-12-11,658.0,6,4.0,549.0
2014-12-11,658.0,7,4.0,229.0
2014-12-11,658.0,8,4.0,90.0
2014-12-11,658.0,9,4.0,524.0
2014-12-11,658.0,10,4.0,348.0
2014-12-12,659.0,1,5.0,218.0
2014-12-12,659.0,2,5.0,154.0
2014-12-12,659.0,3,5.0,177.0
2014-12-12,659.0,4,5.0,287.0
2014-12-12,659.0,5,5.0,131.0
2014-12-12,659.0,6,5.0,230.0
2014-12-12,659.0,7,5.0,150.0
2014-12-12,659.0,8,5.0,270.0
2014-12-12,659.0,9,5.0,607.0
2014-12-12,659.0,10,5.0,439.0
2014-12-13,660.0,1,,
2014-12-13,660.0,2,6.0,32.0
2014-12-13,660.0,3,,
2014-12-13,660.0,4,6.0,21.0
2014-12-13,660.0,5,,
2014-12-13,660.0,6,6.0,29.0
2014-12-13,660.0,7,,
2014-12-13,660.0,8,,
2014-12-13,660.0,9,6.0,45.0
2014-12-13,660.0,10,,
2014-12-14,,1,,
2014-12-14,,2,,
2014-12-14,,3,,
2014-12-14,,4,,
2014-12-14,,5,,
2014-12-14,,6,,
2014-12-14,,7,,
2014-12-14,,8,,
2014-12-14,,9,,
2014-12-14,,10,,
2014-12-15,661.0,1,1.0,145.0
2014-12-15,661.0,2,1.0,129.0
2014-12-15,661.0,3,1.0,228.0
2014-12-15,661.0,4,1.0,253.0
2014-12-15,661.0,5,1.0,287.0
2014-12-15,661.0,6,1.0,124.0
2014-12-15,661.0,7,1.0,125.0
2014-12-15,661.0,8,1.0,172.0
2014-12-15,661.0,9,1.0,488.0
2014-12-15,661.0,10,1.0,319.0
2014-12-16,662.0,1,2.0,333.0
2014-12-16,662.0,2,2.0,418.0
2014-12-16,662.0,3,2.0,380.0
2014-12-16,662.0,4,2.0,612.0
2014-12-16,662.0,5,2.0,294.0
2014-12-16,662.0,6,2.0,403.0
2014-12-16,662.0,7,2.0,499.0
2014-12-16,662.0,8,2.0,461.0
2014-12-16,662.0,9,2.0,923.0
2014-12-16,662.0,10,2.0,649.0
2014-12-17,663.0,1,3.0,141.0
2014-12-17,663.0,2,3.0,180.0
2014-12-17,663.0,3,3.0,355.0
2014-12-17,663.0,4,3.0,473.0
2014-12-17,663.0,5,3.0,213.0
2014-12-17,663.0,6,3.0,210.0
2014-12-17,663.0,7,3.0,116.0
2014-12-17,663.0,8,3.0,115.0
2014-12-17,663.0,9,3.0,750.0
2014-12-17,663.0,10,3.0,396.0
2014-12-18,664.0,1,4.0,133.0
2014-12-18,664.0,2,4.0,71.0
2014-12-18,664.0,3,4.0,232.0
2014-12-18,664.0,4,4.0,155.0
2014-12-18,664.0,5,4.0,96.0
2014-12-18,664.0,6,4.0,93.0
2014-12-18,664.0,7,4.0,92.0
2014-12-18,664.0,8,4.0,113.0
2014-12-18,664.0,9,4.0,327.0
2014-12-18,664.0,10,4.0,201.0
2014-12-19,665.0,1,5.0,411.0
2014-12-19,665.0,2,5.0,206.0
2014-12-19,665.0,3,5.0,329.0
2014-12-19,665.0,4,5.0,321.0
2014-12-19,665.0,5,5.0,104.0
2014-12-19,665.0,6,5.0,267.0
2014-12-19,665.0,7,5.0,300.0
2014-12-19,665.0,8,5.0,270.0
2014-12-19,665.0,9,5.0,929.0
2014-12-19,665.0,10,5.0,499.0
2014-12-20,666.0,1,,
2014-12-20,666.0,2,6.0,32.0
2014-12-20,666.0,3,,
2014-12-20,666.0,4,6.0,84.0
2014-12-20,666.0,5,,
2014-12-20,666.0,6,6.0,75.0
2014-12-20,666.0,7,6.0,31.0
2014-12-20,666.0,8,,
2014-12-20,666.0,9,6.0,164.0
2014-12-20,666.0,10,6.0,25.0
2014-12-21,,1,,
2014-12-21,,2,,
2014-12-21,,3,,
2014-12-21,,4,,
2014-12-21,,5,,
2014-12-21,,6,,
2014-12-21,,7,,
2014-12-21,,8,,
2014-12-21,,9,,
2014-12-21,,10,,
2014-12-22,667.0,1,1.0,435.0
2014-12-22,667.0,2,1.0,129.0
2014-12-22,667.0,3,1.0,456.0
2014-12-22,667.0,4,1.0,507.0
2014-12-22,667.0,5,1.0,209.0
2014-12-22,667.0,6,1.0,263.0
2014-12-22,667.0,7,1.0,250.0
2014-12-22,667.0,8,1.0,246.0
2014-12-22,667.0,9,1.0,869.0
2014-12-22,667.0,10,1.0,559.0
2014-12-23,668.0,1,2.0,151.0
2014-12-23,668.0,2,2.0,161.0
2014-12-23,668.0,3,2.0,127.0
2014-12-23,668.0,4,2.0,275.0
2014-12-23,668.0,5,2.0,98.0
2014-12-23,668.0,6,2.0,150.0
2014-12-23,668.0,7,2.0,156.0
2014-12-23,668.0,8,2.0,184.0
2014-12-23,668.0,9,2.0,506.0
2014-12-23,668.0,10,2.0,424.0
2014-12-24,669.0,1,3.0,56.0
2014-12-24,669.0,2,3.0,60.0
2014-12-24,669.0,3,3.0,59.0
2014-12-24,669.0,4,3.0,158.0
2014-12-24,669.0,5,3.0,91.0
2014-12-24,669.0,6,3.0,306.0
2014-12-24,669.0,7,3.0,29.0
2014-12-24,669.0,8,3.0,29.0
2014-12-24,669.0,9,3.0,181.0
2014-12-24,669.0,10,3.0,140.0
2014-12-25,670.0,1,,
2014-12-25,670.0,2,,
2014-12-25,670.0,3,4.0,51.0
2014-12-25,670.0,4,4.0,17.0
2014-12-25,670.0,5,,
2014-12-25,670.0,6,4.0,5.0
2014-12-25,670.0,7,,
2014-12-25,670.0,8,,
2014-12-25,670.0,9,4.0,48.0
2014-12-25,670.0,10,,
2014-12-26,671.0,1,,
2014-12-26,671.0,2,,
2014-12-26,671.0,3,,
2014-12-26,671.0,4,,
2014-12-26,671.0,5,,
2014-12-26,671.0,6,5.0,5.0
2014-12-26,671.0,7,,
2014-12-26,671.0,8,,
2014-12-26,671.0,9,,
2014-12-26,671.0,10,,
2014-12-27,672.0,1,,
2014-12-27,672.0,2,,
2014-12-27,672.0,3,,
2014-12-27,672.0,4,,
2014-12-27,672.0,5,,
2014-12-27,672.0,6,6.0,6.0
2014-12-27,672.0,7,6.0,34.0
2014-12-27,672.0,8,,
2014-12-27,672.0,9,,
2014-12-27,672.0,10,,
2014-12-28,673.0,1,7.0,917.0
2014-12-28,673.0,2,7.0,1036.0
2014-12-28,673.0,3,7.0,991.0
2014-12-28,673.0,4,7.0,1642.0
2014-12-28,673.0,5,7.0,278.0
2014-12-28,673.0,6,7.0,792.0
2014-12-28,673.0,7,7.0,503.0
2014-12-28,673.0,8,7.0,670.0
2014-12-28,673.0,9,7.0,1467.0
2014-12-28,673.0,10,7.0,2058.0
2014-12-29,674.0,1,1.0,953.0
2014-12-29,674.0,2,1.0,563.0
2014-12-29,674.0,3,1.0,471.0
2014-12-29,674.0,4,1.0,1312.0
2014-12-29,674.0,5,1.0,457.0
2014-12-29,674.0,6,1.0,600.0
2014-12-29,674.0,7,1.0,737.0
2014-12-29,674.0,8,1.0,349.0
2014-12-29,674.0,9,1.0,1458.0
2014-12-29,674.0,10,1.0,1485.0
2014-12-30,675.0,1,2.0,794.0
2014-12-30,675.0,2,2.0,985.0
2014-12-30,675.0,3,2.0,589.0
2014-12-30,675.0,4,2.0,2102.0
2014-12-30,675.0,5,2.0,536.0
2014-12-30,675.0,6,2.0,806.0
2014-12-30,675.0,7,2.0,751.0
2014-12-30,675.0,8,2.0,437.0
2014-12-30,675.0,9,2.0,2165.0
2014-12-30,675.0,10,2.0,1447.0
2014-12-31,676.0,1,3.0,617.0
2014-12-31,676.0,2,3.0,394.0
2014-12-31,676.0,3,3.0,420.0
2014-12-31,676.0,4,3.0,992.0
2014-12-31,676.0,5,3.0,233.0
2014-12-31,676.0,6,3.0,447.0
2014-12-31,676.0,7,3.0,573.0
2014-12-31,676.0,8,3.0,188.0
2014-12-31,676.0,9,3.0,1154.0
2014-12-31,676.0,10,3.0,892.0
2015-01-01,677.0,1,4.0,558.0
2015-01-01,677.0,2,4.0,851.0
2015-01-01,677.0,3,4.0,584.0
2015-01-01,677.0,4,4.0,1254.0
2015-01-01,677.0,5,4.0,550.0
2015-01-01,677.0,6,4.0,564.0
2015-01-01,677.0,7,4.0,801.0
2015-01-01,677.0,8,4.0,468.0
2015-01-01,677.0,9,4.0,1205.0
2015-01-01,677.0,10,4.0,1221.0
2015-01-02,678.0,1,5.0,291.0
2015-01-02,678.0,2,5.0,535.0
2015-01-02,678.0,3,5.0,527.0
2015-01-02,678.0,4,5.0,758.0
2015-01-02,678.0,5,5.0,314.0
2015-01-02,678.0,6,5.0,575.0
2015-01-02,678.0,7,5.0,764.0
2015-01-02,678.0,8,5.0,296.0
2015-01-02,678.0,9,5.0,1107.0
2015-01-02,678.0,10,5.0,1223.0
2015-01-03,679.0,1,6.0,33.0
2015-01-03,679.0,2,6.0,176.0
2015-01-03,679.0,3,,
2015-01-03,679.0,4,6.0,439.0
2015-01-03,679.0,5,,
2015-01-03,679.0,6,6.0,82.0
2015-01-03,679.0,7,6.0,68.0
2015-01-03,679.0,8,6.0,67.0
2015-01-03,679.0,9,6.0,146.0
2015-01-03,679.0,10,6.0,82.0
2015-01-04,,1,,
2015-01-04,,2,,
2015-01-04,,3,,
2015-01-04,,4,,
2015-01-04,,5,,
2015-01-04,,6,,
2015-01-04,,7,,
2015-01-04,,8,,
2015-01-04,,9,,
2015-01-04,,10,,
2015-01-05,680.0,1,1.0,476.0
2015-01-05,680.0,2,1.0,619.0
2015-01-05,680.0,3,1.0,693.0
2015-01-05,680.0,4,1.0,795.0
2015-01-05,680.0,5,1.0,228.0
2015-01-05,680.0,6,1.0,494.0
2015-01-05,680.0,7,1.0,273.0
2015-01-05,680.0,8,1.0,242.0
2015-01-05,680.0,9,1.0,1315.0
2015-01-05,680.0,10,1.0,1267.0
2015-01-06,681.0,1,2.0,529.0
2015-01-06,681.0,2,2.0,598.0
